Index	Reagents	Products	Rule	Energy Change
3618_0	['C(CC(C=O)O)(C(CO)NC)=O']	['C1(CC(C(C1(CO)NC)O)O)=O']	Knoevenagel C	-76.09
3618_1	['C(CC(C=O)O)(C(CO)NC)=O']	['C1(CC(C(C1(CO)NC)O)O)=O']	Knoevenagel H	-76.09
3620_0	['C(C(C(CCC=O)=O)O)=O']	['C(C1(C(CCC1O)=O)O)=O']	Knoevenagel C	-82.51
3620_1	['C(C(C(CCC=O)=O)O)=O']	['C(C1(C(CCC1O)=O)O)=O']	Knoevenagel H	-82.51
3622_0	['C(C=CC(C(CO)O)=O)=O']	['C1C(C(C(C=1)=O)(CO)O)O']	Knoevenagel C	-142.85
3622_1	['C(C=CC(C(CO)O)=O)=O']	['C1C(C(C(C=1)=O)(CO)O)O']	Knoevenagel H	-142.85
3624_0	['C(C(C(C=CC=O)O)O)=O']	['C(C1(C(C=CC1O)O)O)=O']	Knoevenagel C	-97.86
3624_1	['C(C(C(C=CC=O)O)O)=O']	['C(C1(C(C=CC1O)O)O)=O']	Knoevenagel H	-97.86
3626_0	['C(CC(C=O)NC)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)NC)=O']	Knoevenagel C	-89.09
3626_1	['C(CC(C=O)NC)(C(CO)O)=O']	['C1(CC(C(C1(CO)O)O)NC)=O']	Knoevenagel H	-89.09
3628_0	['C(CC(C=O)O)(C(CNC)O)=O']	['C1(CC(C(C1(CNC)O)O)O)=O']	Knoevenagel C	-91.59
3628_1	['C(CC(C=O)O)(C(CNC)O)=O']	['C1(CC(C(C1(CNC)O)O)O)=O']	Knoevenagel H	-91.59
3630_0	['C(CC(C(C(C=O)O)NC)O)=O']	['C(C1(C(CC(C1NC)O)O)O)=O']	Knoevenagel C	-69.33
3630_1	['C(CC(C(C(C=O)O)NC)O)=O']	['C(C1(C(CC(C1NC)O)O)O)=O']	Knoevenagel H	-69.33
3631_0	['C(CC(C(C(C=O)O)O)NC)=O']	['C(C1(C(C(CC1O)NC)O)O)=O']	Knoevenagel C	-69.33
3631_1	['C(CC(C(C(C=O)O)O)NC)=O']	['C(C1(C(C(CC1O)NC)O)O)=O']	Knoevenagel H	-69.33
3633_0	['C(C(C=O)O)(O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(C(O)=O)O)O)O)=O']	Knoevenagel C	-19.75
3633_1	['C(C(C=O)O)(O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(C(O)=O)O)O)O)=O']	Knoevenagel H	-19.75
3635_0	['C(C(C=O)O)(O)=O', 'C(C(CO)O)=O']	['C(C(C=O)(C(C(CO)O)O)O)(O)=O']	Knoevenagel C	-19.75
3635_1	['C(C(C=O)O)(O)=O', 'C(C(CO)O)=O']	['C(C(C=O)(C(C(CO)O)O)O)(O)=O']	Knoevenagel H	-19.75
3637_0	['C(C(C=O)O)(O)=O', 'C(CO)(CO)=O']	['C(C(C=O)(C(CO)(CO)O)O)(O)=O']	Knoevenagel C	-14.93
3637_1	['C(C(C=O)O)(O)=O', 'C(CO)(CO)=O']	['C(C(C=O)(C(CO)(CO)O)O)(O)=O']	Knoevenagel H	-14.93
3639_0	['C(C(C=O)O)(O)=O', 'C(C(C)=O)=O']	['C(C(C=O)(C(C(C)=O)O)O)(O)=O']	Knoevenagel C	-18.11
3639_1	['C(C(C=O)O)(O)=O', 'C(C(C)=O)=O']	['C(C(C=O)(C(C(C)=O)O)O)(O)=O']	Knoevenagel H	-18.11
3641_0	['C(C(C=O)O)(O)=O', 'C(C(C)=O)=O']	['C(C(C=O)(C(C=O)(C)O)O)(O)=O']	Knoevenagel C	-13.47
3641_1	['C(C(C=O)O)(O)=O', 'C(C(C)=O)=O']	['C(C(C=O)(C(C=O)(C)O)O)(O)=O']	Knoevenagel H	-13.47
3643_0	['C(C(C=O)O)(O)=O', 'C(C=O)=O']	['C(C(C=O)(C(C=O)O)O)(O)=O']	Knoevenagel C	-19.75
3643_1	['C(C(C=O)O)(O)=O', 'C(C=O)=O']	['C(C(C=O)(C(C=O)O)O)(O)=O']	Knoevenagel H	-19.75
3645_0	['C(C(C=O)O)(O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(C(O)=O)O)O)O)=O']	Knoevenagel C	41.84
3645_1	['C(C(C=O)O)(O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(C(O)=O)O)O)O)=O']	Knoevenagel H	41.84
3647_0	['C(C(C=O)O)(O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(C=O)O)O)O)(O)=O']	Knoevenagel C	41.84
3647_1	['C(C(C=O)O)(O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(C=O)O)O)O)(O)=O']	Knoevenagel H	41.84
3649_0	['C(C(C=O)O)(O)=O', 'C(C)(CO)=O']	['C(C(C=O)(C(CO)(C)O)O)(O)=O']	Knoevenagel C	-15.11
3649_1	['C(C(C=O)O)(O)=O', 'C(C)(CO)=O']	['C(C(C=O)(C(CO)(C)O)O)(O)=O']	Knoevenagel H	-15.11
3651_0	['C(C(C=O)O)(O)=O', 'C(C)=O']	['C(C(C=O)(C(C)O)O)(O)=O']	Knoevenagel C	-19.92
3651_1	['C(C(C=O)O)(O)=O', 'C(C)=O']	['C(C(C=O)(C(C)O)O)(O)=O']	Knoevenagel H	-19.92
3653_0	['C(C(C=O)O)(O)=O', 'C(CNC)=O']	['C(C(C=O)(C(CNC)O)O)(O)=O']	Knoevenagel C	-19.75
3653_1	['C(C(C=O)O)(O)=O', 'C(CNC)=O']	['C(C(C=O)(C(CNC)O)O)(O)=O']	Knoevenagel H	-19.75
3655_0	['C(C(C(C=O)O)O)(O)=O', 'C(C=O)=O']	['C(C(C(C=O)(C(C=O)O)O)O)(O)=O']	Knoevenagel C	-7.7
3655_1	['C(C(C(C=O)O)O)(O)=O', 'C(C=O)=O']	['C(C(C(C=O)(C(C=O)O)O)O)(O)=O']	Knoevenagel H	-7.7
3657_0	['C(C(C(C=O)O)O)(O)=O', 'C(C=O)=O']	['C(C(C(C=O)O)(C(C=O)O)O)(O)=O']	Knoevenagel C	-7.7
3657_1	['C(C(C(C=O)O)O)(O)=O', 'C(C=O)=O']	['C(C(C(C=O)O)(C(C=O)O)O)(O)=O']	Knoevenagel H	-7.7
3659_0	['C(C(C(C=O)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(O)=O)O)O)=O']	Knoevenagel C	-7.87
3659_1	['C(C(C(C=O)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(O)=O)O)O)=O']	Knoevenagel H	-7.87
3661_0	['C(C(C(C=O)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C=O)O)O)(O)=O']	Knoevenagel C	-7.87
3661_1	['C(C(C(C=O)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C=O)O)O)(O)=O']	Knoevenagel H	-7.87
3663_0	['C(C(CO)O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel C	-7.7
3663_1	['C(C(CO)O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel H	-7.7
3665_0	['C(C(CO)O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel C	-2.89
3665_1	['C(C(CO)O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel H	-2.89
3666_0	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C	-6.06
3666_1	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H	-6.06
3668_0	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)=O']	Knoevenagel C	-1.42
3668_1	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)=O']	Knoevenagel H	-1.42
3669_0	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CC(CO)=O)O)O)=O']	Knoevenagel C	0.48
3669_1	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CC(CO)=O)O)O)=O']	Knoevenagel H	0.48
3671_0	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CO)(CC=O)O)O)=O']	Knoevenagel C	5.12
3671_1	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CO)(CC=O)O)O)=O']	Knoevenagel H	5.12
3673_0	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(CO)O)O)O)=O']	Knoevenagel C	49.25
3673_1	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(CO)O)O)O)=O']	Knoevenagel H	49.25
3674_0	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C(C(C)=O)O)O)O)=O']	Knoevenagel C	49.25
3674_1	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C(C(C)=O)O)O)O)=O']	Knoevenagel H	49.25
3676_0	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C)(C(C=O)O)O)O)=O']	Knoevenagel C	53.89
3676_1	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C)(C(C=O)O)O)O)=O']	Knoevenagel H	53.89
3677_0	['C(C(CO)O)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3677_1	['C(C(CO)O)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3678_0	['C(C(CO)O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel C	-7.7
3678_1	['C(C(CO)O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel H	-7.7
3680_0	['C(C(CO)O)=O', 'C(C)(C(CO)O)=O']	['C(C(CO)(C(C)(C(CO)O)O)O)=O']	Knoevenagel C	-3.06
3680_1	['C(C(CO)O)=O', 'C(C)(C(CO)O)=O']	['C(C(CO)(C(C)(C(CO)O)O)O)=O']	Knoevenagel H	-3.06
3681_0	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel C	-7.7
3681_1	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel H	-7.7
3683_0	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)(CO)O)O)=O']	Knoevenagel C	-3.06
3683_1	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)(CO)O)O)=O']	Knoevenagel H	-3.06
3685_0	['C(C(CO)O)=O', 'C(CO)(CCO)=O']	['C(C(CO)(C(CO)(CCO)O)O)=O']	Knoevenagel C	-3.06
3685_1	['C(C(CO)O)=O', 'C(CO)(CCO)=O']	['C(C(CO)(C(CO)(CCO)O)O)=O']	Knoevenagel H	-3.06
3687_0	['C(C(CO)O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(CO)O)O)O)=O']	Knoevenagel C	53.89
3687_1	['C(C(CO)O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(CO)O)O)O)=O']	Knoevenagel H	53.89
3689_0	['C(C(CO)O)=O', 'C(C(C=O)O)=O']	['C(C(CO)(C(C(C=O)O)O)O)=O']	Knoevenagel C	53.89
3689_1	['C(C(CO)O)=O', 'C(C(C=O)O)=O']	['C(C(CO)(C(C(C=O)O)O)O)=O']	Knoevenagel H	53.89
3691_0	['C(C(CO)O)=O', 'C(C)(CO)=O']	['C(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel C	-3.06
3691_1	['C(C(CO)O)=O', 'C(C)(CO)=O']	['C(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel H	-3.06
3692_0	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel C	-7.7
3692_1	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel H	-7.7
3693_0	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)O)=O']	Knoevenagel C	-7.7
3693_1	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)O)=O']	Knoevenagel H	-7.7
3695_0	['C(C(CO)O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)=O']	Knoevenagel C	-7.87
3695_1	['C(C(CO)O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)=O']	Knoevenagel H	-7.87
3697_0	['C(C(CO)O)=O', 'C(CNC)=O']	['C(C(CO)(C(CNC)O)O)=O']	Knoevenagel C	-7.7
3697_1	['C(C(CO)O)=O', 'C(CNC)=O']	['C(C(CO)(C(CNC)O)O)=O']	Knoevenagel H	-7.7
3699_0	['C(C(CO)O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C(CO)O)O)N)(O)=O']	Knoevenagel C	-3.02
3699_1	['C(C(CO)O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C(CO)O)O)N)(O)=O']	Knoevenagel H	-3.02
3701_0	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(CO)(CO)O)O)=O']	Knoevenagel C	54.07
3701_1	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(CO)(CO)O)O)=O']	Knoevenagel H	54.07
3703_0	['C(CO)(CO)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel C	-2.89
3703_1	['C(CO)(CO)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel H	-2.89
3705_0	['C(CO)(CO)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(CO)(CO)O)O)=O']	Knoevenagel C	58.71
3705_1	['C(CO)(CO)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(CO)(CO)O)O)=O']	Knoevenagel H	58.71
3707_0	['C(CO)(CO)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(CO)(CO)O)N)(O)=O']	Knoevenagel C	1.8
3707_1	['C(CO)(CO)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(CO)(CO)O)N)(O)=O']	Knoevenagel H	1.8
3709_0	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(C)=O)O)O)=O']	Knoevenagel C	50.89
3709_1	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(C)=O)O)O)=O']	Knoevenagel H	50.89
3711_0	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C)(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel C	55.53
3711_1	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C)(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel H	55.53
3713_0	['C(C(C)=O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C	-6.06
3713_1	['C(C(C)=O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H	-6.06
3715_0	['C(C(C)=O)=O', 'C(C)(C(CO)O)=O']	['C(C(C)(C(C(C)=O)(CO)O)O)=O']	Knoevenagel C	-1.42
3715_1	['C(C(C)=O)=O', 'C(C)(C(CO)O)=O']	['C(C(C)(C(C(C)=O)(CO)O)O)=O']	Knoevenagel H	-1.42
3717_0	['C(C(C)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(C)=O)O)O)=O']	Knoevenagel C	55.53
3717_1	['C(C(C)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(C)=O)O)O)=O']	Knoevenagel H	55.53
3719_0	['C(C(C)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C=O)(C)O)O)=O']	Knoevenagel C	60.17
3719_1	['C(C(C)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C=O)(C)O)O)=O']	Knoevenagel H	60.17
3721_0	['C(C(C)=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C(C)=O)O)O)O)=O']	Knoevenagel C	-6.06
3721_1	['C(C(C)=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C(C)=O)O)O)O)=O']	Knoevenagel H	-6.06
3723_0	['C(C(C)=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C=O)(C)O)O)O)=O']	Knoevenagel C	-1.42
3723_1	['C(C(C)=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C=O)(C)O)O)O)=O']	Knoevenagel H	-1.42
3725_0	['C(C(C)=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C	-6.06
3725_1	['C(C(C)=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H	-6.06
3727_0	['C(C(C)=O)=O', 'C(CO)(C(CO)O)=O']	['C(C(C)(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel C	-1.42
3727_1	['C(C(C)=O)=O', 'C(CO)(C(CO)O)=O']	['C(C(C)(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel H	-1.42
3729_0	['C(C(C)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C(C)=O)O)N)(O)=O']	Knoevenagel C	-1.38
3729_1	['C(C(C)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C(C)=O)O)N)(O)=O']	Knoevenagel H	-1.38
3731_0	['C(C(C)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C=O)(C)O)N)(O)=O']	Knoevenagel C	3.27
3731_1	['C(C(C)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C=O)(C)O)N)(O)=O']	Knoevenagel H	3.27
3733_0	['C(C(C)=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C(C)=O)O)N)(O)=O']	Knoevenagel C	-1.38
3733_1	['C(C(C)=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C(C)=O)O)N)(O)=O']	Knoevenagel H	-1.38
3735_0	['C(C(C)=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C=O)(C)O)N)(O)=O']	Knoevenagel C	3.27
3735_1	['C(C(C)=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C=O)(C)O)N)(O)=O']	Knoevenagel H	3.27
3737_0	['C(CC(CO)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(CC(CO)=O)O)O)=O']	Knoevenagel C	62.07
3737_1	['C(CC(CO)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(CC(CO)=O)O)O)=O']	Knoevenagel H	62.07
3739_0	['C(CC(CO)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(CO)(CC=O)O)O)=O']	Knoevenagel C	66.72
3739_1	['C(CC(CO)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(CO)(CC=O)O)O)=O']	Knoevenagel H	66.72
3741_0	['C(C(C(C)=O)O)=O', 'C(C=O)=O']	['C(C(C(C)=O)(C(C=O)O)O)=O']	Knoevenagel C	49.25
3741_1	['C(C(C(C)=O)O)=O', 'C(C=O)=O']	['C(C(C(C)=O)(C(C=O)O)O)=O']	Knoevenagel H	49.25
3743_0	['C(C(C(C)=O)O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(C(C)=O)O)O)O)=O']	Knoevenagel C	110.84
3743_1	['C(C(C(C)=O)O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(C(C)=O)O)O)O)=O']	Knoevenagel H	110.84
3745_0	['C(C(C(C)=O)O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C)(C(C=O)O)O)O)=O']	Knoevenagel C	115.48
3745_1	['C(C(C(C)=O)O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C)(C(C=O)O)O)O)=O']	Knoevenagel H	115.48
3747_0	['C(C(C(C)=O)O)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C=O)(C(C)=O)O)O)O)=O']	Knoevenagel C	110.84
3747_1	['C(C(C(C)=O)O)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C=O)(C(C)=O)O)O)O)=O']	Knoevenagel H	110.84
3749_0	['C(C(C(C)=O)O)=O', 'C(C)(CO)=O']	['C(C(C(C)=O)(C(CO)(C)O)O)=O']	Knoevenagel C	53.89
3749_1	['C(C(C(C)=O)O)=O', 'C(C)(CO)=O']	['C(C(C(C)=O)(C(CO)(C)O)O)=O']	Knoevenagel H	53.89
3751_0	['C(C(C(C)=O)O)=O', 'C(C)=O']	['C(C(C(C)=O)(C(C)O)O)=O']	Knoevenagel C	49.08
3751_1	['C(C(C(C)=O)O)=O', 'C(C)=O']	['C(C(C(C)=O)(C(C)O)O)=O']	Knoevenagel H	49.08
3753_0	['C(C(C(C)=O)O)=O', 'C(CNC)=O']	['C(C(C(C)=O)(C(CNC)O)O)=O']	Knoevenagel C	49.25
3753_1	['C(C(C(C)=O)O)=O', 'C(CNC)=O']	['C(C(C(C)=O)(C(CNC)O)O)=O']	Knoevenagel H	49.25
3754_0	['C(C=O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3754_1	['C(C=O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3755_0	['C(C=O)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C=O)(C(C(C)=O)O)O)O)=O']	Knoevenagel C	-7.7
3755_1	['C(C=O)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C=O)(C(C(C)=O)O)O)O)=O']	Knoevenagel H	-7.7
3757_0	['C(C=O)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C(C)=O)(C(C=O)O)O)O)=O']	Knoevenagel C	-7.7
3757_1	['C(C=O)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C(C)=O)(C(C=O)O)O)O)=O']	Knoevenagel H	-7.7
3759_0	['C(C=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C=O)O)O)=O']	Knoevenagel C	53.89
3759_1	['C(C=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C=O)O)O)=O']	Knoevenagel H	53.89
3761_0	['C(C=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C=O)O)O)O)=O']	Knoevenagel C	-7.7
3761_1	['C(C=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C=O)O)O)O)=O']	Knoevenagel H	-7.7
3763_0	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3763_1	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3765_0	['C(C=O)=O', 'C(CNC)(C(CO)O)=O']	['C(CNC)(C(CO)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3765_1	['C(C=O)=O', 'C(CNC)(C(CO)O)=O']	['C(CNC)(C(CO)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3767_0	['C(C=O)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel C	-7.7
3767_1	['C(C=O)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel H	-7.7
3769_0	['C(C=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)(C(C=O)O)N)(O)=O']	Knoevenagel C	-3.02
3769_1	['C(C=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)(C(C=O)O)N)(O)=O']	Knoevenagel H	-3.02
3771_0	['C(C=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C=O)O)N)(O)=O']	Knoevenagel C	-3.02
3771_1	['C(C=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C=O)O)N)(O)=O']	Knoevenagel H	-3.02
3773_0	['C(C=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C=O)O)N)(O)=O']	Knoevenagel C	-3.02
3773_1	['C(C=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C=O)O)N)(O)=O']	Knoevenagel H	-3.02
3775_0	['C(C=O)=O', 'C(C(C(CO)NC)O)=O']	['C(C(C(CO)NC)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3775_1	['C(C=O)=O', 'C(C(C(CO)NC)O)=O']	['C(C(C(CO)NC)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3777_0	['C(C)(C(CO)O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C)(C(CO)O)O)O)=O']	Knoevenagel C	58.53
3777_1	['C(C)(C(CO)O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C)(C(CO)O)O)O)=O']	Knoevenagel H	58.53
3778_0	['C(C)(C(CO)O)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C(C)=O)(CO)O)O)O)=O']	Knoevenagel C	53.89
3778_1	['C(C)(C(CO)O)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C(C)=O)(CO)O)O)O)=O']	Knoevenagel H	53.89
3780_0	['C(C)(C(CO)O)=O', 'C(C)(CO)=O']	['C(C)(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel C	-3.06
3780_1	['C(C)(C(CO)O)=O', 'C(C)(CO)=O']	['C(C)(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel H	-3.06
3782_0	['C(C)(C(CO)O)=O', 'C(C)=O']	['C(C)(C(CO)(C(C)O)O)=O']	Knoevenagel C	-7.87
3782_1	['C(C)(C(CO)O)=O', 'C(C)=O']	['C(C)(C(CO)(C(C)O)O)=O']	Knoevenagel H	-7.87
3784_0	['C(C)(C(CO)O)=O', 'C(CNC)=O']	['C(C)(C(CO)(C(CNC)O)O)=O']	Knoevenagel C	-7.7
3784_1	['C(C)(C(CO)O)=O', 'C(CNC)=O']	['C(C)(C(CO)(C(CNC)O)O)=O']	Knoevenagel H	-7.7
3786_0	['C(C(CCO)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(CCO)=O)O)O)=O']	Knoevenagel C	53.89
3786_1	['C(C(CCO)=O)=O', 'C(C(C=O)O)=O']	['C(C(C=O)(C(C(CCO)=O)O)O)=O']	Knoevenagel H	53.89
