Index	Reagents	Products	Rule	Energy Change
3651_0	['C(C(C=O)O)(O)=O', 'C(C)=O']	['C(C(C=O)(C(C)O)O)(O)=O']	Knoevenagel C	-19.92
3651_1	['C(C(C=O)O)(O)=O', 'C(C)=O']	['C(C(C=O)(C(C)O)O)(O)=O']	Knoevenagel H	-19.92
3653_0	['C(C(C=O)O)(O)=O', 'C(CNC)=O']	['C(C(C=O)(C(CNC)O)O)(O)=O']	Knoevenagel C	-19.75
3653_1	['C(C(C=O)O)(O)=O', 'C(CNC)=O']	['C(C(C=O)(C(CNC)O)O)(O)=O']	Knoevenagel H	-19.75
3655_0	['C(C(C(C=O)O)O)(O)=O', 'C(C=O)=O']	['C(C(C(C=O)(C(C=O)O)O)O)(O)=O']	Knoevenagel C	-7.7
3655_1	['C(C(C(C=O)O)O)(O)=O', 'C(C=O)=O']	['C(C(C(C=O)(C(C=O)O)O)O)(O)=O']	Knoevenagel H	-7.7
3657_0	['C(C(C(C=O)O)O)(O)=O', 'C(C=O)=O']	['C(C(C(C=O)O)(C(C=O)O)O)(O)=O']	Knoevenagel C	-7.7
3657_1	['C(C(C(C=O)O)O)(O)=O', 'C(C=O)=O']	['C(C(C(C=O)O)(C(C=O)O)O)(O)=O']	Knoevenagel H	-7.7
3659_0	['C(C(C(C=O)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(O)=O)O)O)=O']	Knoevenagel C	-7.87
3659_1	['C(C(C(C=O)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(O)=O)O)O)=O']	Knoevenagel H	-7.87
3661_0	['C(C(C(C=O)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C=O)O)O)(O)=O']	Knoevenagel C	-7.87
3661_1	['C(C(C(C=O)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C=O)O)O)(O)=O']	Knoevenagel H	-7.87
3663_0	['C(C(CO)O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel C	-7.7
3663_1	['C(C(CO)O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel H	-7.7
3665_0	['C(C(CO)O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel C	-2.89
3665_1	['C(C(CO)O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel H	-2.89
3666_0	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C	-6.06
3666_1	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H	-6.06
3668_0	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)=O']	Knoevenagel C	-1.42
3668_1	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)=O']	Knoevenagel H	-1.42
3677_0	['C(C(CO)O)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3677_1	['C(C(CO)O)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3678_0	['C(C(CO)O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel C	-7.7
3678_1	['C(C(CO)O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C(CO)O)O)O)=O']	Knoevenagel H	-7.7
3680_0	['C(C(CO)O)=O', 'C(C)(C(CO)O)=O']	['C(C(CO)(C(C)(C(CO)O)O)O)=O']	Knoevenagel C	-3.06
3680_1	['C(C(CO)O)=O', 'C(C)(C(CO)O)=O']	['C(C(CO)(C(C)(C(CO)O)O)O)=O']	Knoevenagel H	-3.06
3681_0	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel C	-7.7
3681_1	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel H	-7.7
3683_0	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)(CO)O)O)=O']	Knoevenagel C	-3.06
3683_1	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)(CO)O)O)=O']	Knoevenagel H	-3.06
3685_0	['C(C(CO)O)=O', 'C(CO)(CCO)=O']	['C(C(CO)(C(CO)(CCO)O)O)=O']	Knoevenagel C	-3.06
3685_1	['C(C(CO)O)=O', 'C(CO)(CCO)=O']	['C(C(CO)(C(CO)(CCO)O)O)=O']	Knoevenagel H	-3.06
3691_0	['C(C(CO)O)=O', 'C(C)(CO)=O']	['C(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel C	-3.06
3691_1	['C(C(CO)O)=O', 'C(C)(CO)=O']	['C(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel H	-3.06
3692_0	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel C	-7.7
3692_1	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel H	-7.7
3693_0	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)O)=O']	Knoevenagel C	-7.7
3693_1	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)O)=O']	Knoevenagel H	-7.7
3695_0	['C(C(CO)O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)=O']	Knoevenagel C	-7.87
3695_1	['C(C(CO)O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)=O']	Knoevenagel H	-7.87
3697_0	['C(C(CO)O)=O', 'C(CNC)=O']	['C(C(CO)(C(CNC)O)O)=O']	Knoevenagel C	-7.7
3697_1	['C(C(CO)O)=O', 'C(CNC)=O']	['C(C(CO)(C(CNC)O)O)=O']	Knoevenagel H	-7.7
3699_0	['C(C(CO)O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C(CO)O)O)N)(O)=O']	Knoevenagel C	-3.02
3699_1	['C(C(CO)O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C(CO)O)O)N)(O)=O']	Knoevenagel H	-3.02
3703_0	['C(CO)(CO)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel C	-2.89
3703_1	['C(CO)(CO)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel H	-2.89
3713_0	['C(C(C)=O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C	-6.06
3713_1	['C(C(C)=O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H	-6.06
3715_0	['C(C(C)=O)=O', 'C(C)(C(CO)O)=O']	['C(C(C)(C(C(C)=O)(CO)O)O)=O']	Knoevenagel C	-1.42
3715_1	['C(C(C)=O)=O', 'C(C)(C(CO)O)=O']	['C(C(C)(C(C(C)=O)(CO)O)O)=O']	Knoevenagel H	-1.42
3721_0	['C(C(C)=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C(C)=O)O)O)O)=O']	Knoevenagel C	-6.06
3721_1	['C(C(C)=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C(C)=O)O)O)O)=O']	Knoevenagel H	-6.06
3723_0	['C(C(C)=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C=O)(C)O)O)O)=O']	Knoevenagel C	-1.42
3723_1	['C(C(C)=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C=O)(C)O)O)O)=O']	Knoevenagel H	-1.42
3725_0	['C(C(C)=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C	-6.06
3725_1	['C(C(C)=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H	-6.06
3727_0	['C(C(C)=O)=O', 'C(CO)(C(CO)O)=O']	['C(C(C)(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel C	-1.42
3727_1	['C(C(C)=O)=O', 'C(CO)(C(CO)O)=O']	['C(C(C)(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel H	-1.42
3729_0	['C(C(C)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C(C)=O)O)N)(O)=O']	Knoevenagel C	-1.38
3729_1	['C(C(C)=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C(C)=O)O)N)(O)=O']	Knoevenagel H	-1.38
3733_0	['C(C(C)=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C(C)=O)O)N)(O)=O']	Knoevenagel C	-1.38
3733_1	['C(C(C)=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C(C)=O)O)N)(O)=O']	Knoevenagel H	-1.38
3754_0	['C(C=O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3754_1	['C(C=O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3755_0	['C(C=O)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C=O)(C(C(C)=O)O)O)O)=O']	Knoevenagel C	-7.7
3755_1	['C(C=O)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C=O)(C(C(C)=O)O)O)O)=O']	Knoevenagel H	-7.7
3757_0	['C(C=O)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C(C)=O)(C(C=O)O)O)O)=O']	Knoevenagel C	-7.7
3757_1	['C(C=O)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C(C)=O)(C(C=O)O)O)O)=O']	Knoevenagel H	-7.7
3761_0	['C(C=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C=O)O)O)O)=O']	Knoevenagel C	-7.7
3761_1	['C(C=O)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C=O)(C(C=O)O)O)O)=O']	Knoevenagel H	-7.7
3763_0	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3763_1	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3765_0	['C(C=O)=O', 'C(CNC)(C(CO)O)=O']	['C(CNC)(C(CO)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3765_1	['C(C=O)=O', 'C(CNC)(C(CO)O)=O']	['C(CNC)(C(CO)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3767_0	['C(C=O)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel C	-7.7
3767_1	['C(C=O)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel H	-7.7
3769_0	['C(C=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)(C(C=O)O)N)(O)=O']	Knoevenagel C	-3.02
3769_1	['C(C=O)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)(C(C=O)O)N)(O)=O']	Knoevenagel H	-3.02
3771_0	['C(C=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C=O)O)N)(O)=O']	Knoevenagel C	-3.02
3771_1	['C(C=O)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C=O)O)N)(O)=O']	Knoevenagel H	-3.02
3773_0	['C(C=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C=O)O)N)(O)=O']	Knoevenagel C	-3.02
3773_1	['C(C=O)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C=O)O)N)(O)=O']	Knoevenagel H	-3.02
3775_0	['C(C=O)=O', 'C(C(C(CO)NC)O)=O']	['C(C(C(CO)NC)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3775_1	['C(C=O)=O', 'C(C(C(CO)NC)O)=O']	['C(C(C(CO)NC)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3780_0	['C(C)(C(CO)O)=O', 'C(C)(CO)=O']	['C(C)(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel C	-3.06
3780_1	['C(C)(C(CO)O)=O', 'C(C)(CO)=O']	['C(C)(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel H	-3.06
3782_0	['C(C)(C(CO)O)=O', 'C(C)=O']	['C(C)(C(CO)(C(C)O)O)=O']	Knoevenagel C	-7.87
3782_1	['C(C)(C(CO)O)=O', 'C(C)=O']	['C(C)(C(CO)(C(C)O)O)=O']	Knoevenagel H	-7.87
3784_0	['C(C)(C(CO)O)=O', 'C(CNC)=O']	['C(C)(C(CO)(C(CNC)O)O)=O']	Knoevenagel C	-7.7
3784_1	['C(C)(C(CO)O)=O', 'C(CNC)=O']	['C(C)(C(CO)(C(CNC)O)O)=O']	Knoevenagel H	-7.7
3792_0	['C(C(C(C(C)=O)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(C)=O)O)O)=O']	Knoevenagel C	-7.87
3792_1	['C(C(C(C(C)=O)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(C)=O)O)O)=O']	Knoevenagel H	-7.87
3794_0	['C(C(C(C(C)=O)O)O)=O', 'C(C)=O']	['C(C)(C(C(C)O)(C(C=O)O)O)=O']	Knoevenagel C	-7.87
3794_1	['C(C(C(C(C)=O)O)O)=O', 'C(C)=O']	['C(C)(C(C(C)O)(C(C=O)O)O)=O']	Knoevenagel H	-7.87
3810_0	['C(C)(CO)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(CO)(C)O)(C(C=O)O)O)=O']	Knoevenagel C	-3.06
3810_1	['C(C)(CO)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(CO)(C)O)(C(C=O)O)O)=O']	Knoevenagel H	-3.06
3812_0	['C(C)(CO)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel C	-3.06
3812_1	['C(C)(CO)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(CO)(C)O)O)=O']	Knoevenagel H	-3.06
3818_0	['C(C(C(C=O)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C=O)O)O)=O']	Knoevenagel C	-7.87
3818_1	['C(C(C(C=O)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C=O)O)O)=O']	Knoevenagel H	-7.87
3820_0	['C(C(C(C=O)O)O)=O', 'C(CNC)=O']	['C(C(C(CNC)O)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3820_1	['C(C(C(C=O)O)O)=O', 'C(CNC)=O']	['C(C(C(CNC)O)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3822_0	['C(C)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C)O)O)=O']	Knoevenagel C	-7.87
3822_1	['C(C)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C)O)O)=O']	Knoevenagel H	-7.87
3824_0	['C(C)=O', 'C(CNC)(C(CO)O)=O']	['C(CNC)(C(CO)(C(C)O)O)=O']	Knoevenagel C	-7.87
3824_1	['C(C)=O', 'C(CNC)(C(CO)O)=O']	['C(CNC)(C(CO)(C(C)O)O)=O']	Knoevenagel H	-7.87
3826_0	['C(C)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C)O)O)(O)=O']	Knoevenagel C	-7.87
3826_1	['C(C)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C)O)O)(O)=O']	Knoevenagel H	-7.87
3828_0	['C(C)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)(C(C)O)N)(O)=O']	Knoevenagel C	-3.19
3828_1	['C(C)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)(C(C)O)N)(O)=O']	Knoevenagel H	-3.19
3830_0	['C(C)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C)O)N)(O)=O']	Knoevenagel C	-3.19
3830_1	['C(C)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(C)O)N)(O)=O']	Knoevenagel H	-3.19
3832_0	['C(C)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(C(C(C)O)(C(C(O)=O)O)N)(O)=O']	Knoevenagel C	-3.19
3832_1	['C(C)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(C(C(C)O)(C(C(O)=O)O)N)(O)=O']	Knoevenagel H	-3.19
3834_0	['C(C)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(C(C(C)O)(C(C(O)=O)N)O)(O)=O']	Knoevenagel C	-7.87
3834_1	['C(C)=O', 'C(C(C(C(O)=O)N)O)(O)=O']	['C(C(C(C)O)(C(C(O)=O)N)O)(O)=O']	Knoevenagel H	-7.87
3836_0	['C(C)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C)O)N)(O)=O']	Knoevenagel C	-3.19
3836_1	['C(C)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(C)O)N)(O)=O']	Knoevenagel H	-3.19
3840_0	['C(C)=O', 'C(C(C=O)O)(CC(C)=O)=O']	['C(C(C(CC(C)=O)=O)(C(C)O)O)=O']	Knoevenagel C	-16.06
3840_1	['C(C)=O', 'C(C(C=O)O)(CC(C)=O)=O']	['C(C(C(CC(C)=O)=O)(C(C)O)O)=O']	Knoevenagel H	-16.06
3842_0	['C(C)=O', 'C(C(C(CCC=O)=O)O)=O']	['C(C(C(CCC=O)=O)(C(C)O)O)=O']	Knoevenagel C	-7.87
3842_1	['C(C)=O', 'C(C(C(CCC=O)=O)O)=O']	['C(C(C(CCC=O)=O)(C(C)O)O)=O']	Knoevenagel H	-7.87
3846_0	['C(C)=O', 'C(C=CC(C(CO)O)=O)=O']	['C(C=CC(C(CO)(C(C)O)O)=O)=O']	Knoevenagel C	-7.87
3846_1	['C(C)=O', 'C(C=CC(C(CO)O)=O)=O']	['C(C=CC(C(CO)(C(C)O)O)=O)=O']	Knoevenagel H	-7.87
3848_0	['C(C)=O', 'C(C(C(C(C=C)=O)O)O)=O']	['C(C(C(C)O)(C(C(C=C)=O)O)O)=O']	Knoevenagel C	-7.87
3848_1	['C(C)=O', 'C(C(C(C(C=C)=O)O)O)=O']	['C(C(C(C)O)(C(C(C=C)=O)O)O)=O']	Knoevenagel H	-7.87
3850_0	['C(C)=O', 'C(C(C(C(C=C)=O)O)O)=O']	['C(C(C(C(C=C)=O)(C(C)O)O)O)=O']	Knoevenagel C	-7.87
3850_1	['C(C)=O', 'C(C(C(C(C=C)=O)O)O)=O']	['C(C(C(C(C=C)=O)(C(C)O)O)O)=O']	Knoevenagel H	-7.87
3852_0	['C(C)=O', 'C(C(C(C=CC=O)O)O)=O']	['C(C(C(C)O)(C(C=CC=O)O)O)=O']	Knoevenagel C	-7.87
3852_1	['C(C)=O', 'C(C(C(C=CC=O)O)O)=O']	['C(C(C(C)O)(C(C=CC=O)O)O)=O']	Knoevenagel H	-7.87
3854_0	['C(C)=O', 'C(C(C(CO)NC)O)=O']	['C(C(C(C)O)(C(CO)NC)O)=O']	Knoevenagel C	-7.87
3854_1	['C(C)=O', 'C(C(C(CO)NC)O)=O']	['C(C(C(C)O)(C(CO)NC)O)=O']	Knoevenagel H	-7.87
3856_0	['C(CO)(C(CO)O)=O', 'C(CNC)=O']	['C(CO)(C(CO)(C(CNC)O)O)=O']	Knoevenagel C	-7.7
3856_1	['C(CO)(C(CO)O)=O', 'C(CNC)=O']	['C(CO)(C(CO)(C(CNC)O)O)=O']	Knoevenagel H	-7.7
3861_0	['C(CO)=O', 'C(C(C=O)O)(O)=O']	['C(C(C=O)(C(CO)O)O)(O)=O']	Knoevenagel C	-22.78
3861_1	['C(CO)=O', 'C(C(C=O)O)(O)=O']	['C(C(C=O)(C(CO)O)O)(O)=O']	Knoevenagel H	-22.78
3862_0	['C(CO)=O', 'C(C(C(C=O)O)O)(O)=O']	['C(C(C(CO)O)(C(C(O)=O)O)O)=O']	Knoevenagel C	-10.73
3862_1	['C(CO)=O', 'C(C(C(C=O)O)O)(O)=O']	['C(C(C(CO)O)(C(C(O)=O)O)O)=O']	Knoevenagel H	-10.73
3863_0	['C(CO)=O', 'C(C(C(C=O)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel C	-10.73
3863_1	['C(CO)=O', 'C(C(C(C=O)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel H	-10.73
3864_0	['C(CO)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel C	-10.73
3864_1	['C(CO)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(CO)O)O)=O']	Knoevenagel H	-10.73
3868_0	['C(CO)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(CO)O)O)=O']	Knoevenagel C	-10.73
3868_1	['C(CO)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(CO)O)O)=O']	Knoevenagel H	-10.73
3870_0	['C(CO)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(CO)O)(C(C(C)=O)O)O)=O']	Knoevenagel C	-10.73
3870_1	['C(CO)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(CO)O)(C(C(C)=O)O)O)=O']	Knoevenagel H	-10.73
3872_0	['C(CO)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C)(C(C(CO)O)(C(C=O)O)O)=O']	Knoevenagel C	-10.73
3872_1	['C(CO)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C)(C(C(CO)O)(C(C=O)O)O)=O']	Knoevenagel H	-10.73
3876_0	['C(CO)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(CO)O)(C(C=O)O)O)=O']	Knoevenagel C	-10.73
3876_1	['C(CO)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(CO)O)(C(C=O)O)O)=O']	Knoevenagel H	-10.73
3878_0	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(CO)O)O)=O']	Knoevenagel C	-10.73
3878_1	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(CO)O)O)=O']	Knoevenagel H	-10.73
3880_0	['C(CO)=O', 'C(CNC)(C(CO)O)=O']	['C(CNC)(C(CO)(C(CO)O)O)=O']	Knoevenagel C	-10.73
3880_1	['C(CO)=O', 'C(CNC)(C(CO)O)=O']	['C(CNC)(C(CO)(C(CO)O)O)=O']	Knoevenagel H	-10.73
3881_0	['C(CO)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(CO)O)O)(O)=O']	Knoevenagel C	-10.73
3881_1	['C(CO)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(CO)O)O)(O)=O']	Knoevenagel H	-10.73
3883_0	['C(CO)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)(C(CO)O)N)(O)=O']	Knoevenagel C	-6.04
3883_1	['C(CO)=O', 'C(C(C(CO)O)N)(O)=O']	['C(C(C(CO)O)(C(CO)O)N)(O)=O']	Knoevenagel H	-6.04
3885_0	['C(CO)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(CO)O)N)(O)=O']	Knoevenagel C	-6.04
3885_1	['C(CO)=O', 'C(C(C(O)=O)N)(O)=O']	['C(C(C(O)=O)(C(CO)O)N)(O)=O']	Knoevenagel H	-6.04
3887_0	['C(CO)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(CO)O)N)(O)=O']	Knoevenagel C	-6.04
3887_1	['C(CO)=O', 'C(C(CO)N)(O)=O']	['C(C(CO)(C(CO)O)N)(O)=O']	Knoevenagel H	-6.04
3889_0	['C(CO)=O', 'C(C(C(CO)NC)O)=O']	['C(C(C(CO)O)(C(CO)NC)O)=O']	Knoevenagel C	-10.73
3889_1	['C(CO)=O', 'C(C(C(CO)NC)O)=O']	['C(C(C(CO)O)(C(CO)NC)O)=O']	Knoevenagel H	-10.73
3890_0	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C(C)=O)O)O)=O']	Knoevenagel C	-6.06
3890_1	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C(C)=O)O)O)=O']	Knoevenagel H	-6.06
3892_0	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C=O)(C)O)O)=O']	Knoevenagel C	-1.42
3892_1	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C=O)(C)O)O)=O']	Knoevenagel H	-1.42
3893_0	['C(C(C(CO)O)O)=O', 'C(C=O)=O']	['C(C(C(CO)O)(C(C=O)O)O)=O']	Knoevenagel C	-7.7
3893_1	['C(C(C(CO)O)O)=O', 'C(C=O)=O']	['C(C(C(CO)O)(C(C=O)O)O)=O']	Knoevenagel H	-7.7
3895_0	['C(C(C(CO)O)O)=O', 'C(C)(CO)=O']	['C(C(C(CO)O)(C(CO)(C)O)O)=O']	Knoevenagel C	-3.06
3895_1	['C(C(C(CO)O)O)=O', 'C(C)(CO)=O']	['C(C(C(CO)O)(C(CO)(C)O)O)=O']	Knoevenagel H	-3.06
3897_0	['C(C(C(CO)O)O)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)O)=O']	Knoevenagel C	-7.87
3897_1	['C(C(C(CO)O)O)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)O)=O']	Knoevenagel H	-7.87
3899_0	['C(C(C(CO)O)O)=O', 'C(CNC)=O']	['C(C(C(CO)O)(C(CNC)O)O)=O']	Knoevenagel C	-7.7
3899_1	['C(C(C(CO)O)O)=O', 'C(CNC)=O']	['C(C(C(CO)O)(C(CNC)O)O)=O']	Knoevenagel H	-7.7
3950_0	['C(C(O)=O)=O', 'C(C(C=O)O)(O)=O']	['C(C(C=O)(C(C(O)=O)O)O)(O)=O']	Knoevenagel C	-23.5
3950_1	['C(C(O)=O)=O', 'C(C(C=O)O)(O)=O']	['C(C(C=O)(C(C(O)=O)O)O)(O)=O']	Knoevenagel H	-23.5
3952_0	['C(C(O)=O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(O)=O)O)O)=O']	Knoevenagel C	-11.45
3952_1	['C(C(O)=O)=O', 'C(C(CO)O)=O']	['C(C(CO)(C(C(O)=O)O)O)=O']	Knoevenagel H	-11.45
3956_0	['C(C(O)=O)=O', 'C(C)(C(CO)O)=O']	['C(C)(C(CO)(C(C(O)=O)O)O)=O']	Knoevenagel C	-11.45
