285_0	['C(CC(C(C(CO)O)O)=O)=O']	['C(CC1(C(C(CO1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings
287_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(C1(CC(CO1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings
289_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C1C(CC(CO)(O1)O)O)=O']	Hemiacetal Formation for 5 membered rings
291_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C1C(C(C(C)(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings
292_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C)(C1C(C(C(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings
294_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C(C1C(CC(O)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings
295_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CC1C(C(C(O)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings
297_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C1C(C(C(C(CO)(O)O1)O)O)O']	Hemiacetal Formation for 6 membered rings
298_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(CO)C(C1)O)=O']	Hemiacetal Formation for 6 membered rings
300_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C1(CC(C(CO1)O)O)O)=O']	Hemiacetal Formation for 6 membered rings
301_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(CO)OC(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings
302_0	['C(C(C(CC(CO)O)=O)O)=O']	['C1(C(C(O)OC(CO)C1)O)=O']	Hemiacetal Formation for 6 membered rings
303_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(C(CO)OC(C(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings
305_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1C(C(CC(O1)O)O)O)=O']	Hemiacetal Formation for 6 membered rings
306_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OCC(C(C1)O)O)=O']	Hemiacetal Formation for 7 membered rings
307_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(COC(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings
308_0	['C(C(C(CC(CO)O)=O)O)=O']	['C1(C(C(O)OCC(C1)O)O)=O']	Hemiacetal Formation for 7 membered rings
309_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(C(COC(C(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings
310_0	['C(C(C(C=O)O)O)(CCO)=O']	['C1(C(C(C(O)OCC1)O)O)=O']	Hemiacetal Formation for 7 membered rings
311_0	['C(C(C(CC(CO)=O)O)O)=O']	['C1(COC(C(C(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings
312_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hemiacetal Formation for 5 membered rings, inverse
313_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hemiacetal Formation for 6 membered rings, inverse
314_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hemiacetal Formation for 7 membered rings, inverse
316_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO)O)O1)O)O)=O']	Ring Closure 5 membered O, O
318_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO)O1)O)O)O)=O']	Ring Closure 6 membered O, O
320_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO1)O)O)O)O)=O']	Ring Closure 7 membered O, O
