1492_0	['C(CO)=O', 'C(CO)(CCO)=O']	['C(CO)(C(CO)C(CO)O)=O']	Aldol Condensation
1492_1	['C(CO)=O', 'C(CO)(CCO)=O']	['C(CO)(C(CO)C(CO)O)=O']	Knoevenagel C
1493_0	['C(CO)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C(C(C(C)=O)O)O)O)O)=O']	Aldol Condensation
1493_1	['C(CO)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C(C(C(C)=O)O)O)O)O)=O']	Knoevenagel H
1495_0	['C(CO)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C(C)(C(C=O)O)O)O)O)=O']	Aldol Condensation
1495_1	['C(CO)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C(C)(C(C=O)O)O)O)O)=O']	Knoevenagel H
1497_0	['C(CO)=O', 'C(C(C(C(C)=O)O)O)=O']	['C(C(C(C=O)O)O)(CC(CO)O)=O']	Aldol Condensation
1499_0	['C(CO)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C=O)O)O)O)=O']	Aldol Condensation
1499_1	['C(CO)=O', 'C(C(C=O)O)=O']	['C(C(C(C(C=O)O)O)O)=O']	Knoevenagel H
1501_0	['C(CO)=O', 'C(C)(CO)=O']	['C(C(C(CO)(C)O)O)=O']	Aldol Condensation
1501_1	['C(CO)=O', 'C(C)(CO)=O']	['C(C(C(CO)(C)O)O)=O']	Knoevenagel H
1503_0	['C(CO)=O', 'C(C)(CO)=O']	['C(CO)(CC(CO)O)=O']	Aldol Condensation
1505_0	['C(CO)=O', 'C(C)(CO)=O']	['C(C)(C(C(CO)O)O)=O']	Aldol Condensation
1505_1	['C(CO)=O', 'C(C)(CO)=O']	['C(C)(C(C(CO)O)O)=O']	Knoevenagel H
1506_0	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Aldol Condensation
1506_1	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Knoevenagel H
1507_0	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CC(C=O)O)O)O)=O']	Aldol Condensation
1507_1	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CC(C=O)O)O)O)=O']	Knoevenagel H
1509_0	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CO)O)C(C=O)O)=O']	Aldol Condensation
1509_1	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CO)O)C(C=O)O)=O']	Knoevenagel C
1511_0	['C(CO)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C(C(C=O)O)O)O)O)=O']	Aldol Condensation
1511_1	['C(CO)=O', 'C(C(C(C=O)O)O)=O']	['C(C(C(C(C(C=O)O)O)O)O)=O']	Knoevenagel H
1513_0	['C(CO)=O', 'C(C)=O']	['C(C(C(C)O)O)=O']	Aldol Condensation
1513_1	['C(CO)=O', 'C(C)=O']	['C(C(C(C)O)O)=O']	Knoevenagel H
1515_0	['C(CO)=O', 'C(C)=O']	['C(CC(CO)O)=O']	Aldol Condensation
1517_0	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(CO)(C(CO)O)O)O)=O']	Aldol Condensation
1517_1	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(CO)(C(CO)O)O)O)=O']	Knoevenagel H
1518_0	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Aldol Condensation
1518_1	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Knoevenagel H
1520_0	['C(CO)=O', 'C(CN)=O']	['C(C(C(CN)O)O)=O']	Aldol Condensation
1520_1	['C(CO)=O', 'C(CN)=O']	['C(C(C(CN)O)O)=O']	Knoevenagel H
1522_0	['C(CO)=O', 'C(CN)=O']	['C(C(C(CO)O)N)=O']	Aldol Condensation
1522_1	['C(CO)=O', 'C(CN)=O']	['C(C(C(CO)O)N)=O']	Knoevenagel H
1524_0	['C(CO)=O', 'C(CN)(C(CO)O)=O']	['C(C(C(CN)(C(CO)O)O)O)=O']	Aldol Condensation
1524_1	['C(CO)=O', 'C(CN)(C(CO)O)=O']	['C(C(C(CN)(C(CO)O)O)O)=O']	Knoevenagel H
1526_0	['C(CO)=O', 'C(CN)(C(CO)O)=O']	['C(C(CO)O)(C(C(CO)O)N)=O']	Aldol Condensation
1526_1	['C(CO)=O', 'C(CN)(C(CO)O)=O']	['C(C(CO)O)(C(C(CO)O)N)=O']	Knoevenagel H
1528_0	['C(CO)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(C(C(CO)N)O)O)O)=O']	Aldol Condensation
1528_1	['C(CO)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(C(C(CO)N)O)O)O)=O']	Knoevenagel H
1530_0	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(CC(C(C(CO)O)O)O)=O)=O']	Aldol Condensation
1532_0	['C(C(C(CO)O)O)=O', 'C(C)(CO)=O']	['C(CO)(CC(C(C(CO)O)O)O)=O']	Aldol Condensation
1534_0	['C(C(C(CO)O)O)=O', 'C(C)(CO)=O']	['C(C)(C(C(C(C(CO)O)O)O)O)=O']	Aldol Condensation
1534_1	['C(C(C(CO)O)O)=O', 'C(C)(CO)=O']	['C(C)(C(C(C(C(CO)O)O)O)O)=O']	Knoevenagel H
1535_0	['C(C(C(CO)O)O)=O', 'C(C)=O']	['C(CC(C(C(CO)O)O)O)=O']	Aldol Condensation
1536_0	['C(C(C(CO)O)O)=O', 'C(CN)=O']	['C(C(C(C(C(CO)O)O)O)N)=O']	Aldol Condensation
1536_1	['C(C(C(CO)O)O)=O', 'C(CN)=O']	['C(C(C(C(C(CO)O)O)O)N)=O']	Knoevenagel H
1537_0	['C(C(CC(C(CO)O)O)=O)=O', 'C=O']	['C(C(C(CO)C(C(CO)O)O)=O)=O']	Aldol Condensation
1537_1	['C(C(CC(C(CO)O)O)=O)=O', 'C=O']	['C(C(C(CO)C(C(CO)O)O)=O)=O']	Knoevenagel C
1539_0	['C(CC(C(C(CO)O)O)=O)=O', 'C=O']	['C(C(C(C(C(CO)O)O)=O)CO)=O']	Aldol Condensation
1539_1	['C(CC(C(C(CO)O)O)=O)=O', 'C=O']	['C(C(C(C(C(CO)O)O)=O)CO)=O']	Knoevenagel C
1541_0	['C(C(C(CC(CO)O)=O)O)=O', 'C=O']	['C(C(C(C(CO)C(CO)O)=O)O)=O']	Aldol Condensation
1541_1	['C(C(C(CC(CO)O)=O)O)=O', 'C=O']	['C(C(C(C(CO)C(CO)O)=O)O)=O']	Knoevenagel C
1543_0	['C(CC(C=O)O)(C(CO)O)=O', 'C=O']	['C(C(CO)C(C=O)O)(C(CO)O)=O']	Aldol Condensation
1543_1	['C(CC(C=O)O)(C(CO)O)=O', 'C=O']	['C(C(CO)C(C=O)O)(C(CO)O)=O']	Knoevenagel C
1545_0	['C(C(C(C=O)O)O)(CCO)=O', 'C=O']	['C(C(C(C=O)O)O)(C(CO)CO)=O']	Aldol Condensation
1545_1	['C(C(C(C=O)O)O)(CCO)=O', 'C=O']	['C(C(C(C=O)O)O)(C(CO)CO)=O']	Knoevenagel C
1546_0	['C(C(C(CC(CO)=O)O)O)=O', 'C=O']	['C(C(C(C(C(CO)=O)CO)O)O)=O']	Aldol Condensation
1546_1	['C(C(C(CC(CO)=O)O)O)=O', 'C=O']	['C(C(C(C(C(CO)=O)CO)O)O)=O']	Knoevenagel C
1547_0	['C(C(C(CC(CO)=O)O)O)=O', 'C=O']	['C(C(CO)O)(CC(C(C=O)O)O)=O']	Aldol Condensation
1547_1	['C(C(C(CC(CO)=O)O)O)=O', 'C=O']	['C(C(CO)O)(CC(C(C=O)O)O)=O']	Knoevenagel H
1548_0	['C(C(C(C(C(C)=O)O)O)O)=O', 'C=O']	['C(C(C(C(C=O)O)O)O)(CCO)=O']	Aldol Condensation
1550_0	['C(CC(C(C(C=O)O)O)O)=O', 'C=O']	['C(C(CO)C(C(C(C=O)O)O)O)=O']	Aldol Condensation
1550_1	['C(CC(C(C(C=O)O)O)O)=O', 'C=O']	['C(C(CO)C(C(C(C=O)O)O)O)=O']	Knoevenagel C
1551_0	['O', 'C(C(C(C(C(CO)O)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Benzilic Acid Rearrangement
1551_1	['O', 'C(C(C(C(C(CO)O)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	Cannizarro 1
1553_0	['O', 'C(C(C)=O)=O']	['C(C(C)O)(O)=O']	Benzilic Acid Rearrangement
1553_1	['O', 'C(C(C)=O)=O']	['C(C(C)O)(O)=O']	Cannizarro 1
1554_0	['O', 'C(C=O)=O']	['C(CO)(O)=O']	Benzilic Acid Rearrangement
1554_1	['O', 'C(C=O)=O']	['C(CO)(O)=O']	Cannizarro 1
1556_0	['O', 'C(C(CCO)=O)=O']	['C(C(CCO)O)(O)=O']	Benzilic Acid Rearrangement
1556_1	['O', 'C(C(CCO)=O)=O']	['C(C(CCO)O)(O)=O']	Cannizarro 1
1558_0	['O', 'C(C(CO)=O)(CC(CO)O)=O']	['C(C(CO)(CC(CO)O)O)(O)=O']	Benzilic Acid Rearrangement
1560_0	['O', 'C(C(C(CC(CO)O)O)=O)=O']	['C(C(C(CC(CO)O)O)O)(O)=O']	Benzilic Acid Rearrangement
1560_1	['O', 'C(C(C(CC(CO)O)O)=O)=O']	['C(C(C(CC(CO)O)O)O)(O)=O']	Cannizarro 1
1562_0	['O', 'C(C(CN)=O)(CC(CO)O)=O']	['C(C(CN)(CC(CO)O)O)(O)=O']	Benzilic Acid Rearrangement
1564_0	['O', 'C(C(C(CC(CO)O)N)=O)=O']	['C(C(C(CC(CO)O)N)O)(O)=O']	Benzilic Acid Rearrangement
1564_1	['O', 'C(C(C(CC(CO)O)N)=O)=O']	['C(C(C(CC(CO)O)N)O)(O)=O']	Cannizarro 1
1566_0	['O', 'C(CCO)(CC(C=O)=O)=O']	['C(CC(C(O)=O)O)(CCO)=O']	Benzilic Acid Rearrangement
1566_1	['O', 'C(CCO)(CC(C=O)=O)=O']	['C(CC(C(O)=O)O)(CCO)=O']	Cannizarro 1
1568_0	['O', 'C(CO)(CCC(C=O)=O)=O']	['C(C(CCC(CO)=O)O)(O)=O']	Benzilic Acid Rearrangement
1568_1	['O', 'C(CO)(CCC(C=O)=O)=O']	['C(C(CCC(CO)=O)O)(O)=O']	Cannizarro 1
1570_0	['O', 'C(C)(C(CC(C=O)=O)O)=O']	['C(C(CC(C(C)=O)O)O)(O)=O']	Benzilic Acid Rearrangement
1570_1	['O', 'C(C)(C(CC(C=O)=O)O)=O']	['C(C(CC(C(C)=O)O)O)(O)=O']	Cannizarro 1
1572_0	['O', 'C(CC(CC(C=O)=O)O)=O']	['C(CC(CC(C(O)=O)O)O)=O']	Benzilic Acid Rearrangement
1572_1	['O', 'C(CC(CC(C=O)=O)O)=O']	['C(CC(CC(C(O)=O)O)O)=O']	Cannizarro 1
1574_0	['O', 'C(CC(C(CCO)=O)=O)=O']	['C(C(CCO)(CC=O)O)(O)=O']	Benzilic Acid Rearrangement
1576_0	['O', 'C(C(CC(C(C)=O)=O)O)=O']	['C(C(C)(CC(C=O)O)O)(O)=O']	Benzilic Acid Rearrangement
1578_0	['O', 'C(C(CO)O)=CC(C=O)=O']	['C(C(C=CC(CO)O)O)(O)=O']	Benzilic Acid Rearrangement
1578_1	['O', 'C(C(CO)O)=CC(C=O)=O']	['C(C(C=CC(CO)O)O)(O)=O']	Cannizarro 1
1580_0	['O', 'C(C(CC(C(CO)O)N)=O)=O']	['C(C(CC(C(CO)O)N)O)(O)=O']	Benzilic Acid Rearrangement
1580_1	['O', 'C(C(CC(C(CO)O)N)=O)=O']	['C(C(CC(C(CO)O)N)O)(O)=O']	Cannizarro 1
1581_0	['C(C(CC(C(CO)O)O)O)(O)=O']	['O', 'C(C(CC(C(CO)O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
1582_0	['C(CO)(O)=O']	['O', 'C(C=O)=O']	Benzilic Acid Rearrangement (inverse)
1584_0	['C(C(C(CO)O)O)(O)=O']	['O', 'C(C(C(CO)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
1586_0	['C(C(C(CC(CO)O)=O)O)(O)=O']	['O', 'C(C(C(CC(CO)O)=O)=O)=O']	Benzilic Acid Rearrangement (inverse)
1588_0	['C(CC(C(O)=O)O)(C(CO)O)=O']	['O', 'C(C(CO)O)(CC(C=O)=O)=O']	Benzilic Acid Rearrangement (inverse)
1590_0	['C(C(C(C(O)=O)O)O)(CCO)=O']	['O', 'C(CCO)(C(C(C=O)=O)O)=O']	Benzilic Acid Rearrangement (inverse)
1592_0	['C(C(C(CC(CO)=O)O)O)(O)=O']	['O', 'C(CO)(CC(C(C=O)=O)O)=O']	Benzilic Acid Rearrangement (inverse)
1594_0	['C(C(C(C(C(C)=O)O)O)O)(O)=O']	['O', 'C(C)(C(C(C(C=O)=O)O)O)=O']	Benzilic Acid Rearrangement (inverse)
1596_0	['C(CC(C(C(C(O)=O)O)O)O)=O']	['O', 'C(CC(C(C(C=O)=O)O)O)=O']	Benzilic Acid Rearrangement (inverse)
1598_0	['C(C(C(C(C(CO)O)O)N)O)(O)=O']	['O', 'C(C(C(C(C(CO)O)O)N)=O)=O']	Benzilic Acid Rearrangement (inverse)
1599_0	['C1(C(C(C(C1CO)O)O)O)=O']	['C(CO)(C(CO)C(C=O)O)=O']	Retro Aldol
1599_1	['C1(C(C(C(C1CO)O)O)O)=O']	['C(CO)(C(CO)C(C=O)O)=O']	Knoevenagel H (inv)
1600_0	['C1(C(C(C(C1CO)O)O)O)=O']	['C(C(C(C=O)O)O)(CCO)=O']	Retro Aldol
1600_1	['C1(C(C(C(C1CO)O)O)O)=O']	['C(C(C(C=O)O)O)(CCO)=O']	Knoevenagel C (inverse)
1601_0	['C1(C(C(C(C1CO)O)O)O)=O']	['C=O', 'C1(C(C(C(C1)O)O)O)=O']	Retro Aldol
1601_1	['C1(C(C(C(C1CO)O)O)O)=O']	['C=O', 'C1(C(C(C(C1)O)O)O)=O']	Knoevenagel C (inverse)
1602_0	['C1(C(C(C(C(C1)O)O)O)O)=O']	['C(C(C(C(C(C)=O)O)O)O)=O']	Retro Aldol
1603_0	['C1(C(C(C(C(C1)O)O)O)O)=O']	['C(C(C(CC(CO)=O)O)O)=O']	Retro Aldol
1603_1	['C1(C(C(C(C(C1)O)O)O)O)=O']	['C(C(C(CC(CO)=O)O)O)=O']	Knoevenagel H (inv)
1604_0	['C(C1C(C(C(C1O)O)O)O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Retro Aldol
1604_1	['C(C1C(C(C(C1O)O)O)O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Knoevenagel C (inverse)
1606_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['C(C(CO)O)=O', 'C(C(CO)=O)=O']	Retro Aldol
1606_1	['C(C(C(C(C(CO)O)O)O)=O)=O']	['C(C(CO)O)=O', 'C(C(CO)=O)=O']	Knoevenagel H (inv)
1607_0	['C(C(C(C(C(CO)O)O)O)=O)=O']	['C(C(C(CO)O)O)=O', 'C(C=O)=O']	Retro Aldol
1608_0	['C(C(CO)O)=O']	['C(CO)=O', 'C=O']	Retro Aldol
1608_1	['C(C(CO)O)=O']	['C(CO)=O', 'C=O']	Knoevenagel H (inv)
1609_0	['C(C)(C(CO)O)=O']	['C=O', 'C(C)(CO)=O']	Retro Aldol
1609_1	['C(C)(C(CO)O)=O']	['C=O', 'C(C)(CO)=O']	Knoevenagel H (inv)
1610_0	['C(C(CC(CO)=O)O)=O']	['C(C=O)=O', 'C(C)(CO)=O']	Retro Aldol
1611_0	['C(C(CCO)=O)=O']	['C(C(C)=O)=O', 'C=O']	Retro Aldol
1612_0	['C(CO)(CCO)=O']	['C=O', 'C(C)(CO)=O']	Retro Aldol
1613_0	['C(C(C(C(C)=O)O)O)=O']	['C(CO)=O', 'C(C(C)=O)=O']	Retro Aldol
1613_1	['C(C(C(C(C)=O)O)O)=O']	['C(CO)=O', 'C(C(C)=O)=O']	Knoevenagel H (inv)
1614_0	['C(C(C(C(C)=O)O)O)=O']	['C(C=O)=O', 'C(C)(CO)=O']	Retro Aldol
1614_1	['C(C(C(C(C)=O)O)O)=O']	['C(C=O)=O', 'C(C)(CO)=O']	Knoevenagel H (inv)
1615_0	['C(CC(C=O)O)=O']	['C(C=O)=O', 'C(C)=O']	Retro Aldol
1616_0	['C(C(C(C=O)O)O)=O']	['C(CO)=O', 'C(C=O)=O']	Retro Aldol
1616_1	['C(C(C(C=O)O)O)=O']	['C(CO)=O', 'C(C=O)=O']	Knoevenagel H (inv)
1617_0	['C(CO)(C(CO)O)=O']	['C(CO)(CO)=O', 'C=O']	Retro Aldol
1617_1	['C(CO)(C(CO)O)=O']	['C(CO)(CO)=O', 'C=O']	Knoevenagel H (inv)
1618_0	['C(C(C(CO)O)O)(C(CO)O)=O']	['C=O', 'C(CO)(C(C(CO)O)O)=O']	Retro Aldol
1618_1	['C(C(C(CO)O)O)(C(CO)O)=O']	['C=O', 'C(CO)(C(C(CO)O)O)=O']	Knoevenagel H (inv)
1619_0	['C(C(C(CO)O)O)(C(CO)O)=O']	['C(CO)=O', 'C(CO)(C(CO)O)=O']	Retro Aldol
1619_1	['C(C(C(CO)O)O)(C(CO)O)=O']	['C(CO)=O', 'C(CO)(C(CO)O)=O']	Knoevenagel H (inv)
1621_0	['C(C(C(CO)O)O)(C(CN)O)=O']	['C(CO)=O', 'C(CO)(C(CN)O)=O']	Retro Aldol
1621_1	['C(C(C(CO)O)O)(C(CN)O)=O']	['C(CO)=O', 'C(CO)(C(CN)O)=O']	Knoevenagel H (inv)
1622_0	['C(CC(C(C(CO)O)=O)O)=O']	['C(C)=O', 'C(C(C(CO)O)=O)=O']	Retro Aldol
1624_0	['C(CC(C(C(CO)O)=O)O)=O']	['C=O', 'C(CC(C(CO)=O)O)=O']	Retro Aldol
1624_1	['C(CC(C(C(CO)O)=O)O)=O']	['C=O', 'C(CC(C(CO)=O)O)=O']	Knoevenagel H (inv)
1625_0	['C(C(CO)=O)(CC(CO)O)=O']	['C=O', 'C(C(CC(CO)O)=O)=O']	Retro Aldol
1627_0	['C(C(CO)=O)(CC(CO)O)=O']	['C(CO)=O', 'C(C(CO)=O)(C)=O']	Retro Aldol
1628_0	['C(C(C(CC(CO)O)O)=O)=O']	['C(C=O)=O', 'C(CC(CO)O)=O']	Retro Aldol
1630_0	['C(C(CO)O)(CC(CO)=O)=O']	['C=O', 'C(CO)(CC(CO)=O)=O']	Retro Aldol
1630_1	['C(C(CO)O)(CC(CO)=O)=O']	['C=O', 'C(CO)(CC(CO)=O)=O']	Knoevenagel H (inv)
1632_0	['C(CCO)(C(C(CO)=O)O)=O']	['C=O', 'C(CO)(C(C(C)=O)O)=O']	Retro Aldol
1633_0	['C(CO)(C(CC(CO)=O)O)=O']	['C(C)(CO)=O', 'C(C(CO)=O)=O']	Retro Aldol
1634_0	['C(C(C(CC(C=O)O)O)O)=O']	['C(CO)=O', 'C(CC(C=O)O)=O']	Retro Aldol
1634_1	['C(C(C(CC(C=O)O)O)O)=O']	['C(CO)=O', 'C(CC(C=O)O)=O']	Knoevenagel H (inv)
1635_0	['C(C)(C(C(C(CO)=O)O)O)=O']	['C(CO)(CO)=O', 'C(C(C)=O)=O']	Retro Aldol
1635_1	['C(C)(C(C(C(CO)=O)O)O)=O']	['C(CO)(CO)=O', 'C(C(C)=O)=O']	Knoevenagel H (inv)
1636_0	['C(C)(C(C(C(CO)=O)O)O)=O']	['C(C)(CO)=O', 'C(C(CO)=O)=O']	Retro Aldol
1636_1	['C(C)(C(C(C(CO)=O)O)O)=O']	['C(C)(CO)=O', 'C(C(CO)=O)=O']	Knoevenagel H (inv)
1638_0	['C(C(C(C=O)O)O)(C(C)O)=O']	['C(CO)=O', 'C(C(C(C)O)=O)=O']	Retro Aldol
1638_1	['C(C(C(C=O)O)O)(C(C)O)=O']	['C(CO)=O', 'C(C(C(C)O)=O)=O']	Knoevenagel H (inv)
1640_0	['C(C(C(C=O)O)O)(C(C)O)=O']	['C(C=O)=O', 'C(CO)(C(C)O)=O']	Retro Aldol
1640_1	['C(C(C(C=O)O)O)(C(C)O)=O']	['C(C=O)=O', 'C(CO)(C(C)O)=O']	Knoevenagel H (inv)
1642_0	['C(CC(C(C(CO)=O)O)O)=O']	['C(CO)(CO)=O', 'C(CC=O)=O']	Retro Aldol
1642_1	['C(CC(C(C(CO)=O)O)O)=O']	['C(CO)(CO)=O', 'C(CC=O)=O']	Knoevenagel H (inv)
1644_0	['C(CC(C(C(CO)=O)O)O)=O']	['C(C)=O', 'C(C(C(CO)=O)O)=O']	Retro Aldol
1645_0	['C(CO)(C(C(C(CO)O)O)N)=O']	['C(C(CO)O)=O', 'C(CO)(CN)=O']	Retro Aldol
1645_1	['C(CO)(C(C(C(CO)O)O)N)=O']	['C(C(CO)O)=O', 'C(CO)(CN)=O']	Knoevenagel H (inv)
1646_0	['C(CN)(C(CO)O)=O']	['C(CO)(CN)=O', 'C=O']	Retro Aldol
1646_1	['C(CN)(C(CO)O)=O']	['C(CO)(CN)=O', 'C=O']	Knoevenagel H (inv)
1647_0	['C(C(C(C(C(CO)O)O)O)N)=O']	['C(C(C(CO)O)O)=O', 'C(CN)=O']	Retro Aldol
1647_1	['C(C(C(C(C(CO)O)O)O)N)=O']	['C(C(C(CO)O)O)=O', 'C(CN)=O']	Knoevenagel H (inv)
1648_0	['C(C(C(CO)O)O)(C(CO)N)=O']	['C=O', 'C(CN)(C(C(CO)O)O)=O']	Retro Aldol
1648_1	['C(C(C(CO)O)O)(C(CO)N)=O']	['C=O', 'C(CN)(C(C(CO)O)O)=O']	Knoevenagel H (inv)
1649_0	['C(C(C(CO)O)O)(C(CO)N)=O']	['C(CO)=O', 'C(CO)(C(CO)N)=O']	Retro Aldol
1649_1	['C(C(C(CO)O)O)(C(CO)N)=O']	['C(CO)=O', 'C(CO)(C(CO)N)=O']	Knoevenagel H (inv)
1651_0	['C(C(C(CO)O)O)(C(CN)N)=O']	['C(CO)=O', 'C(CO)(C(CN)N)=O']	Retro Aldol
1651_1	['C(C(C(CO)O)O)(C(CN)N)=O']	['C(CO)=O', 'C(CO)(C(CN)N)=O']	Knoevenagel H (inv)
1653_0	['C(CC(C(C(CO)O)=O)N)=O']	['C=O', 'C(CC(C(CO)=O)N)=O']	Retro Aldol
1653_1	['C(CC(C(C(CO)O)=O)N)=O']	['C=O', 'C(CC(C(CO)=O)N)=O']	Knoevenagel H (inv)
1655_0	['C(C(CN)=O)(CC(CO)O)=O']	['C(CO)=O', 'C(C(CN)=O)(C)=O']	Retro Aldol
1657_0	['C(C(CO)O)(CC(CN)=O)=O']	['C=O', 'C(CO)(CC(CN)=O)=O']	Retro Aldol
1657_1	['C(C(CO)O)(CC(CN)=O)=O']	['C=O', 'C(CO)(CC(CN)=O)=O']	Knoevenagel H (inv)
1659_0	['C(CCO)(C(C(CN)=O)O)=O']	['C=O', 'C(C)(C(C(CN)=O)O)=O']	Retro Aldol
1661_0	['C(CN)(C(CC(CO)=O)O)=O']	['C(C)(CO)=O', 'C(C(CN)=O)=O']	Retro Aldol
1663_0	['C(C(CC(C(C=O)O)O)N)=O']	['C(CO)=O', 'C(CC(C=O)N)=O']	Retro Aldol
1663_1	['C(C(CC(C(C=O)O)O)N)=O']	['C(CO)=O', 'C(CC(C=O)N)=O']	Knoevenagel H (inv)
1664_0	['C(C)(C(C(C(CN)=O)O)O)=O']	['C(CO)(CN)=O', 'C(C(C)=O)=O']	Retro Aldol
1664_1	['C(C)(C(C(C(CN)=O)O)O)=O']	['C(CO)(CN)=O', 'C(C(C)=O)=O']	Knoevenagel H (inv)
1665_0	['C(C)(C(C(C(CN)=O)O)O)=O']	['C(C)(CO)=O', 'C(C(CN)=O)=O']	Retro Aldol
1665_1	['C(C)(C(C(C(CN)=O)O)O)=O']	['C(C)(CO)=O', 'C(C(CN)=O)=O']	Knoevenagel H (inv)
1667_0	['C(C(C(C=O)O)O)(C(C)N)=O']	['C(CO)=O', 'C(C(C(C)N)=O)=O']	Retro Aldol
1667_1	['C(C(C(C=O)O)O)(C(C)N)=O']	['C(CO)=O', 'C(C(C(C)N)=O)=O']	Knoevenagel H (inv)
1669_0	['C(C(C(C=O)O)O)(C(C)N)=O']	['C(C=O)=O', 'C(CO)(C(C)N)=O']	Retro Aldol
1669_1	['C(C(C(C=O)O)O)(C(C)N)=O']	['C(C=O)=O', 'C(CO)(C(C)N)=O']	Knoevenagel H (inv)
1670_0	['C(CC(C(C(CN)=O)O)O)=O']	['C(CO)(CN)=O', 'C(CC=O)=O']	Retro Aldol
1670_1	['C(CC(C(C(CN)=O)O)O)=O']	['C(CO)(CN)=O', 'C(CC=O)=O']	Knoevenagel H (inv)
1672_0	['C(CC(C(C(CN)=O)O)O)=O']	['C(C)=O', 'C(C(C(CN)=O)O)=O']	Retro Aldol
1674_0	['C(CN)(C(C(C(CO)O)O)N)=O']	['C(C(CO)O)=O', 'C(CN)(CN)=O']	Retro Aldol
1674_1	['C(CN)(C(C(C(CO)O)O)N)=O']	['C(C(CO)O)=O', 'C(CN)(CN)=O']	Knoevenagel H (inv)
1675_0	['C(CO)(CC(C(CO)O)O)=O']	['C(C(CO)O)=O', 'C(C)(CO)=O']	Retro Aldol
1676_0	['C(C(C(CO)O)O)(CCO)=O']	['C=O', 'C(C)(C(C(CO)O)O)=O']	Retro Aldol
1677_0	['C(C(C(CO)O)O)(CCO)=O']	['C(CO)=O', 'C(CO)(CCO)=O']	Retro Aldol
1677_1	['C(C(C(CO)O)O)(CCO)=O']	['C(CO)=O', 'C(CO)(CCO)=O']	Knoevenagel H (inv)
1678_0	['C(C(CO)O)(CC(CO)O)=O']	['C=O', 'C(CO)(CC(CO)O)=O']	Retro Aldol
1678_1	['C(C(CO)O)(CC(CO)O)=O']	['C=O', 'C(CO)(CC(CO)O)=O']	Knoevenagel H (inv)
1679_0	['C(C(CO)O)(CC(CO)O)=O']	['C(CO)=O', 'C(C)(C(CO)O)=O']	Retro Aldol
1680_0	['C(C)(C(C(C(CO)O)O)O)=O']	['C(C(CO)O)=O', 'C(C)(CO)=O']	Retro Aldol
1680_1	['C(C)(C(C(C(CO)O)O)O)=O']	['C(C(CO)O)=O', 'C(C)(CO)=O']	Knoevenagel H (inv)
1681_0	['C(CC(C(C(CO)O)O)O)=O']	['C(C(C(CO)O)O)=O', 'C(C)=O']	Retro Aldol
1683_0	['C(C(C(C(CCO)O)O)O)=O']	['C(CO)=O', 'C(C(CCO)O)=O']	Retro Aldol
1683_1	['C(C(C(C(CCO)O)O)O)=O']	['C(CO)=O', 'C(C(CCO)O)=O']	Knoevenagel H (inv)
1685_0	['C(C(CC(C(CO)O)O)=O)(O)=O']	['C(C(CO)O)=O', 'C(C(C)=O)(O)=O']	Retro Aldol
1687_0	['C(CC(C(C(CO)O)O)=O)(O)=O']	['C(C)(C(C(CO)O)O)=O', 'C(=O)=O']	Retro Aldol
1687_1	['C(CC(C(C(CO)O)O)=O)(O)=O']	['C(C)(C(C(CO)O)O)=O', 'C(=O)=O']	Beta Decarboxylation
1689_0	['C(CC(C(C(CO)O)O)=O)(O)=O']	['C(CO)=O', 'C(CC(CO)=O)(O)=O']	Retro Aldol
1689_1	['C(CC(C(C(CO)O)O)=O)(O)=O']	['C(CO)=O', 'C(CC(CO)=O)(O)=O']	Knoevenagel H (inv)
