Index	Reagents	Products	Rule
280_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(CC(C=O)=O)O)=O']	Elimination + enol to keto
281_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(CC=O)O)=O)=O']	Elimination + enol to keto
282_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(C(C(CCC=O)=O)O)=O']	Elimination + enol to keto
283_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(CC(C=O)O)=O)=O']	Elimination + enol to keto
284_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(C=O)O)N)(CCO)=O']	Elimination + enol to keto
286_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(CC(CO)=O)N)O)=O']	Elimination + enol to keto
288_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(C(C(C)=O)O)N)O)=O']	Elimination + enol to keto
290_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(CC(C(C(C=O)O)N)O)=O']	Elimination + enol to keto
292_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO)O)O1)O)=O']	Elimination + enol to keto
294_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(C(CO)O)C1O)=O']	Elimination + enol to keto
296_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OC(C(CO)O)C1)=O']	Elimination + enol to keto
298_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(CO)O)OC(C1)O)=O']	Elimination + enol to keto
300_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C(C)(C1C(C(C(O1)O)O)O)=O']	Elimination + enol to keto
302_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['O', 'C(CC1C(C(C(O)O1)O)O)=O']	Elimination + enol to keto
304_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO)O1)O)O)=O']	Elimination + enol to keto
306_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(CO)C(C1O)O)=O']	Elimination + enol to keto
308_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OC(CO)C(C1)O)=O']	Elimination + enol to keto
310_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(CO)OC(C1)O)O)=O']	Elimination + enol to keto
312_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(O)OC(CO)C1)O)=O']	Elimination + enol to keto
314_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(CO)OC(C(C1)O)O)=O']	Elimination + enol to keto
316_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(CC(C(C(CO1)O)O)O)=O']	Elimination + enol to keto
318_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COCC(C(C1O)O)O)=O']	Elimination + enol to keto
320_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(O)OCC(C(C1)O)O)=O']	Elimination + enol to keto
322_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(COC(C1)O)O)O)=O']	Elimination + enol to keto
324_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(O)OCC(C1)O)O)=O']	Elimination + enol to keto
326_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(COC(C(C1)O)O)O)=O']	Elimination + enol to keto
328_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(C(C(C(O)OCC1)O)O)=O']	Elimination + enol to keto
330_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['O', 'C1(COC(C(C(C1)O)O)O)=O']	Elimination + enol to keto
332_0	['C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C(CO)O)=CC(C=O)=O']	Elimination2
334_0	['C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(C=CCO)=O)O)=O']	Elimination2
336_0	['C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(C=CC(C(CO)O)=O)=O']	Elimination2
338_0	['C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C(C=C)=O)O)O)=O']	Elimination2
340_0	['C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(C=CC(CO)=O)O)=O']	Elimination2
342_0	['C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(C(C(C=CC=O)O)O)=O']	Elimination2
344_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(CO)O)O)(N)=CC=O']	Elimination2
344_1	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(CO)O)O)(N)=CC=O']	Dehydration of Amines
346_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(N)=CC(CO)O)O)=O']	Elimination2
346_1	['C(C(C(C(C(CO)O)O)N)O)=O']	['O', 'C(C(C(N)=CC(CO)O)O)=O']	Dehydration of Amines
347_0	['O', 'C(C(CC(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
348_0	['O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Hydration of C(=O)C
349_0	['O', 'C(CC(C(C(CO)O)O)=O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
350_0	['O', 'C(C(C(CC(CO)O)=O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
351_0	['O', 'C(CC(C=O)O)(C(CO)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
352_0	['O', 'C(C(C(C=O)O)O)(CCO)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
353_0	['O', 'C(C(C(CC(CO)=O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
354_0	['O', 'C(C(C(C(C(C)=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
355_0	['O', 'C(CC(C(C(C=O)O)O)O)=O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hydration of C(=O)C
356_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['N', 'C(C(CC(C(CO)O)O)=O)=O']	Deamination 2
357_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['N', 'C(CC(C=O)O)(C(CO)O)=O']	Deamination 2
359_0	['N', 'C(C(C(CO)O)O)=O']	['O', 'C(C(C(CO)N)O)=O']	Mannich Addition
361_0	['N', 'C(CO)(C(C(C(CO)O)O)O)=O']	['O', 'C(CO)(C(C(C(CO)O)N)O)=O']	Mannich Addition
363_0	['N', 'C(CN)(C(C(C(CO)O)O)O)=O']	['O', 'C(CN)(C(C(C(CO)O)N)O)=O']	Mannich Addition
364_0	['N', 'C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(CO)O)O)N)O)(O)=O']	Mannich Addition
366_0	['N', 'C(C(CC(C(CO)O)O)=O)=O']	['O', 'C(C(CC(C(CO)O)N)=O)=O']	Mannich Addition
368_0	['N', 'C(CC(C(C(CO)O)O)=O)=O']	['O', 'C(CC(C(C(CO)N)O)=O)=O']	Mannich Addition
370_0	['N', 'C(C(C(CC(CO)O)=O)O)=O']	['O', 'C(C(C(CC(CO)N)=O)O)=O']	Mannich Addition
372_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)N)(C(CO)O)=O']	Mannich Addition
374_0	['N', 'C(CC(C=O)O)(C(CO)O)=O']	['O', 'C(CC(C=O)O)(C(CN)O)=O']	Mannich Addition
376_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C(CCO)=O)O)N)=O']	Mannich Addition
378_0	['N', 'C(C(C(C=O)O)O)(CCO)=O']	['O', 'C(C(C(C=O)O)O)(CCN)=O']	Mannich Addition
379_0	['N', 'C(C(C(CC(CO)=O)O)O)=O']	['O', 'C(C(C(CC(CO)=O)N)O)=O']	Mannich Addition
380_0	['N', 'C(C(C(C(C(C)=O)O)O)O)=O']	['O', 'C(C(C(C(C(C)=O)O)N)O)=O']	Mannich Addition
381_0	['N', 'C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(C(C=O)O)N)O)=O']	Mannich Addition
383_0	['N', 'C(CC(C(C(C=O)O)O)O)=O']	['O', 'C(CC(C(C(C=O)O)O)N)=O']	Mannich Addition
384_0	['O', 'C(C(C(C(C(CO)O)O)N)O)=O']	['N', 'C(C(C(C(C(CO)O)O)O)O)=O']	Mannich Addition (reverse)
386_0	['C(C(C(CO)O)O)=O']	['C1C(C(C(O)O1)O)O']	Hemiacetal Formation for 5 membered rings
388_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C(C1(C(C(C(CO)O1)O)O)O)O']	Hemiacetal Formation for 5 membered rings
390_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['C(C1C(C(C(CN)(O)O1)O)O)O']	Hemiacetal Formation for 5 membered rings
391_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(C(CO)O)C1)=O']	Hemiacetal Formation for 5 membered rings
393_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C1(CC(C(CO)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings
394_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(CO)O)OC(C1)O)=O']	Hemiacetal Formation for 5 membered rings
396_0	['C(CC(C(C(CO)O)O)=O)=O']	['C(CC1(C(C(CO1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings
398_0	['C(C(C(CC(CO)O)=O)O)=O']	['C(C(C1(CC(CO1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings
400_0	['C(C(C(CC(CO)=O)O)O)=O']	['C(C1C(CC(CO)(O1)O)O)=O']	Hemiacetal Formation for 5 membered rings
402_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C1C(C(C(C)(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings
403_0	['C(C(C(C(C(C)=O)O)O)O)=O']	['C(C)(C1C(C(C(O1)O)O)O)=O']	Hemiacetal Formation for 5 membered rings
405_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C(C1C(CC(O)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings
406_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(CC1C(C(C(O)O1)O)O)=O']	Hemiacetal Formation for 5 membered rings
408_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['C(C(C1C(C(C(O)O1)O)N)O)O']	Hemiacetal Formation for 5 membered rings
410_0	['C(CO)(C(C(C(CO)O)O)O)=O']	['C1C(C(C(C(CO)(O)O1)O)O)O']	Hemiacetal Formation for 6 membered rings
412_0	['C(CN)(C(C(C(CO)O)O)O)=O']	['C1C(C(C(C(CN)(O)O1)O)O)O']	Hemiacetal Formation for 6 membered rings
413_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OC(CO)C(C1)O)=O']	Hemiacetal Formation for 6 membered rings
415_0	['C(C(CC(C(CO)O)O)=O)=O']	['C(C1(CC(C(CO1)O)O)O)=O']	Hemiacetal Formation for 6 membered rings
416_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(CO)OC(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings
417_0	['C(C(C(CC(CO)O)=O)O)=O']	['C1(C(C(O)OC(CO)C1)O)=O']	Hemiacetal Formation for 6 membered rings
418_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(C(CO)OC(C(C1)O)O)=O']	Hemiacetal Formation for 6 membered rings
420_0	['C(CC(C(C(C=O)O)O)O)=O']	['C(C1C(C(CC(O1)O)O)O)=O']	Hemiacetal Formation for 6 membered rings
422_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['C(C1C(C(C(C(O)O1)O)N)O)O']	Hemiacetal Formation for 6 membered rings
423_0	['C(C(CC(C(CO)O)O)=O)=O']	['C1(C(O)OCC(C(C1)O)O)=O']	Hemiacetal Formation for 7 membered rings
424_0	['C(CC(C(C(CO)O)O)=O)=O']	['C1(C(C(COC(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings
425_0	['C(C(C(CC(CO)O)=O)O)=O']	['C1(C(C(O)OCC(C1)O)O)=O']	Hemiacetal Formation for 7 membered rings
426_0	['C(CC(C=O)O)(C(CO)O)=O']	['C1(C(COC(C(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings
427_0	['C(C(C(C=O)O)O)(CCO)=O']	['C1(C(C(C(O)OCC1)O)O)=O']	Hemiacetal Formation for 7 membered rings
428_0	['C(C(C(CC(CO)=O)O)O)=O']	['C1(COC(C(C(C1)O)O)O)=O']	Hemiacetal Formation for 7 membered rings
430_0	['C(C(C(C(C(CO)O)O)N)O)=O']	['C1C(C(C(C(C(O)O1)O)N)O)O']	Hemiacetal Formation for 7 membered rings
431_0	['C(C(C1C(C(C(O)O1)O)O)O)O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hemiacetal Formation for 5 membered rings, inverse
432_0	['C(C1C(C(C(C(O)O1)O)O)O)O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hemiacetal Formation for 6 membered rings, inverse
433_0	['C1C(C(C(C(C(O)O1)O)O)O)O']	['C(C(C(C(C(CO)O)O)O)O)=O']	Hemiacetal Formation for 7 membered rings, inverse
435_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO)O)O1)O)O)=O']	Ring Closure 5 membered O, O
437_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO)O1)O)O)O)=O']	Ring Closure 6 membered O, O
439_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C1(C(C(C(C(CO1)O)O)O)O)=O']	Ring Closure 7 membered O, O
