Generation	Smiles	Inchi	Energy	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness	No. Heteroatoms 	VDW Volume	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	Heteroatoms/Carbons	H/C	O/C	ESOL
G5	C1(C(CO)C(C(C(C1)=O)O)O)=O	RMKYXKRKXPRFLT	428.51	-1.7264	-0.309	5	3	94.83	-4.8027	5	160.17	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7010615473483416
G5	C1(C(C(CO)O)C(C(C1)=O)O)=O	HPRFALBJSURWHV	22.9603	-1.7837	-0.309	5	3	94.83	-5.0733	5	158.4	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7045130929142996
G5	C(C1(C(CC(C1CO)O)=O)O)=O	MIKGUHLMCJGSMU	47.2081	-2.201	-0.204	5	3	94.83	-0.70025	5	161.17	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7045130929142996
G5	C1(CC(C(C(C1CO)=O)O)O)=O	CTEFDYZIMHOJHA	425.1	-1.7264	-0.309	5	3	94.83	1.6636	5	157.76	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7010615473483416
G5	C1(C(C)(C(C(C1CO)=O)O)O)=O	SRKVTKQDDAEWOS	378.549	-1.7704	-0.148	5	3	94.83	2.784	5	161.13	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7010615473483416
G5	C1(C(C(CO)C(C1CO)O)=O)=O	BZZSNLCDQCKRKA	33.7768	-1.8737	-0.091	5	3	94.83	-4.1439	5	157.94	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.8102016311228776
G5	C(C1C(CC(CO)(C1O)O)=O)=O	LOIGGGISBCVIOY	23.1711	-2.201	-0.204	5	3	94.83	-4.3811	5	161.25	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7045130929142996
G5	C(C1C(C(C(C1)=O)(CO)O)O)=O	RVLMBOZKPADLDR	59.498	-2.201	-0.204	5	3	94.83	-2.5251	5	161.27	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7045130929142996
G5	C(C1(C(CC(CO)(C1)O)=O)O)=O	MCEFPESMMKGJRM	58.7184	-2.1723	-0.153	5	3	94.83	-5.1615	5	162.04	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5976378763819762
G5	C1(C(CO)(C(CC(C1)=O)O)O)=O	HRZYZKXFTLNYHM	60.4252	-1.6977	-0.258	5	3	94.83	-5.0082	5	159.86	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5941863308160177
G5	C(C1(C(C(CO)C(C1)O)=O)O)=O	NKPNWRPRQQMMQJ	40.9327	-2.201	-0.204	5	3	94.83	-2.0413	5	161.0	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.7045130929142996
G5	C(C1C(C(CC1O)O)=O)(O)=O	CYCJYDJAWCHTES	-13.1756	-1.7096	-0.369	5	3	94.83	-0.044033	5	141.3	160.037173356	C6H8O5	6	8	5	0.8333333333333334	1.3333333333333333	0.8333333333333334	0.4057906972066114
G5	C(C1C(CC(C1O)O)=O)(O)=O	ZDEGJDFQZKNFFG	-12.3714	-1.7096	-0.369	5	3	94.83	0.17726	5	140.34	160.037173356	C6H8O5	6	8	5	0.8333333333333334	1.3333333333333333	0.8333333333333334	0.4057906972066114
G5	C(C1(CCC(C1O)=O)O)(O)=O	MOHWGWUUMIOSNY	40.2299	-1.6809	-0.318	5	3	94.83	-0.12389	5	139.08	160.037173356	C6H8O5	6	8	5	0.8333333333333334	1.3333333333333333	0.8333333333333334	0.2989154806742879
G5	C1(C(C(C=CC1O)O)O)=O	WQWQVAVIACSGEW	70.1061	-1.4881	-0.377	4	3	77.76	0.36954	4	132.73	144.042258736	C6H8O4	6	8	4	0.6666666666666666	1.3333333333333333	0.6666666666666666	0.6370576270545953
G5	C1(C(C(C(C1O)=C)O)O)=O	OIQWOJXPVRPGCR	69.2134	-1.3116	-0.398	4	3	77.76	-2.4609	4	133.96	144.042258736	C6H8O4	6	8	4	0.6666666666666666	1.3333333333333333	0.6666666666666666	0.6370576270545953
G5	C1(C(C(C(C1O)=CCO)O)O)=O	GOWLTFRXRAFYRY	56.319	-1.8506	0.0060001	5	4	97.99	0.62687	5	160.75	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.9147378130177549
G5	C1(C(C(C(C=CC1O)O)O)O)=O	RAJULEAOVSJKFQ	87.4778	-1.9982	-0.248	5	4	97.99	0.6465	5	158.5	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.9124729457755423
G5	C1C(C(CO)(C(C(C=1)=O)O)O)O	MINFZFIUCVAFLC	460.985	-2.1168	0.021	5	4	97.99	1.2846	5	157.67	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.9147378130177549
G5	C1(C(C(C=CC1O)(CO)O)O)=O	YEXBFUCAXXADSU	93.3151	-2.1168	0.021	5	4	97.99	0.5841	5	160.67	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.9147378130177549
G5	C1(C(C(C=C(CO)C1O)O)O)=O	SNGKRSVIYSKTKR	62.6458	-1.9746	0.0060001	5	4	97.99	0.52888	5	158.15	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.9147378130177549
G5	C1(C(C(C(C(C1O)=C)O)O)O)=O	UAECSJLJGVGYTR	562.291	-1.8217	-0.269	5	4	97.99	-2.1806	5	163.4	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.9124729457755423
G5	C1C(C(C(C(C=1)=O)O)O)O	UDGPTYYVDNKAPG	463.572	-1.4881	-0.377	4	3	77.76	1.3477	4	131.54	144.042258736	C6H8O4	6	8	4	0.6666666666666666	1.3333333333333333	0.6666666666666666	0.6370576270545953
G5	C1(C(C(C=CC1(CO)O)O)O)=O	JXVKELKRBWBPPG	103.798	-2.1168	0.021	5	4	97.99	0.8214	5	160.73	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.9147378130177549
G5	C1(C(C(C(C1(CO)O)=C)O)O)=O	VVQPDSNUSGPVDY	184.536	-1.9403	4.4703e-08	5	4	97.99	-2.0042	5	157.48	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.9147378130177549
G5	C1C(CO)(C(C(C(C=1)=O)O)O)O	BSKLFBAAHGQCDW	482.479	-2.1168	0.021	5	4	97.99	1.5715	5	159.28	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.9147378130177549
G5	C1(CO)C(C(C(C=1)=O)O)O	DVMPEVOBVDWDFV	28.9585	-1.4645	-0.123	4	3	77.76	1.0469	4	133.04	144.042258736	C6H8O4	6	8	4	0.6666666666666666	1.3333333333333333	0.6666666666666666	0.6393224942968078
G5	C(C1C2C(C(C(O)O2)C1O)O)=O	UHMLVWXWVCPLJJ	419.603	-2.0776	-0.499	5	3	86.99	-2.8723	5	154.5	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.6923839621059534
G5	C1(C2C(C(C(C1)O)C(O2)O)O)=O	WVKSIVMCRJASAP	28.6325	-1.5743	-0.553	5	3	86.99	1.5476	5	153.48	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5820572000076716
G5	C1(C2CC(C(O2)O)(C1CO)O)=O	PDUBNGTUNVBYTK	44.7414	-1.6929	-0.284	5	3	86.99	0.42015	5	155.45	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5843220672498842
G5	C1(C2C(CO)C(C(O2)O)(C1)O)=O	ZYNJGAKHDXRFKO	52.4643	-1.6929	-0.284	5	3	86.99	1.4114	5	155.54	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5843220672498842
G5	C(C1C(C2CC1(C(O)O2)O)O)=O	IBFPVSHGDLITCE	47.3273	-2.0489	-0.448	5	3	86.99	-2.7495	5	156.89	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5855087455736295
G5	C1(C(O)OC2C(CC(C12)O)O)=O	LEDWEEYTNPTIDB	43.5792	-1.5743	-0.553	5	3	86.99	1.2195	5	157.08	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5820572000076716
G5	C(C1C2C(CC(C1O)(O)O2)O)=O	XXIOWJQWZDUBOO	439.134	-2.0826	-0.586	5	3	86.99	-2.8746	5	156.52	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5855087455736295
G5	C1(C(O)OC2CC(C(C12)O)O)=O	ATOQKVJDOAUFIF	53.8909	-1.5743	-0.553	5	3	86.99	1.1397	5	155.31	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5820572000076716
G5	C1(C2C(C(C1)O)C(C(O2)O)O)=O	RBUBWJCGEKXHSH	41.1379	-1.5743	-0.553	5	3	86.99	1.517	5	156.71	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5820572000076716
G5	C1(C(C2(C(O)OC(C2)C1)O)O)=O	SGMVOYYYCSWCLX	55.5456	-1.5456	-0.502	5	3	86.99	0.37704	5	154.27	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.4751819834753479
G5	C(C1C(C2(CC1(CO2)O)O)O)=O	JWMGOZMDJANATE	43.6254	-2.1093	-0.317	5	3	86.99	-1.3582	5	156.5	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5843220672498842
G5	C1(C(C2CC(C(O)O2)(C1)O)O)=O	RJIKSZIVDBOATJ	52.1894	-1.5456	-0.502	5	3	86.99	0.55805	5	155.17	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.4751819834753479
G5	C1(C2C(CC(C(C1)O)(O2)O)O)=O	OASHVYFVKBHYLF	465.39	-1.5793	-0.64	5	3	86.99	0.75667	5	154.33	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.4751819834753479
G5	C1(C2C(C(C1)O)(CC(O2)O)O)=O	JSJSTWUUZSLGQI	38.5528	-1.5456	-0.502	5	3	86.99	0.99429	5	156.63	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.4751819834753479
G5	C1(C(C2C(C1C(O)O2)O)O)=O	RNHIDVYKLVZVST	2200.71	-1.9163	-0.283	5	3	86.99	0.15314	5	124.7	160.037173356	C6H8O5	6	8	5	0.8333333333333334	1.3333333333333333	0.8333333333333334	0.9641571705388843
G5	C1(C(C2CC(C1C(O)O2)O)O)=O	ULKPMNDNCNTACN	17.913	-1.5743	-0.553	5	3	86.99	1.0389	5	155.8	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5820572000076716
G5	C(C1C2C(CC1(C(O)O2)O)O)=O	MEUQSWZZAWTZPK	14.9817	-2.0489	-0.448	5	3	86.99	-1.4558	5	155.74	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5855087455736295
G5	C1(C(O)OC2C(C1C(C2)O)O)=O	XYHLREMRPVNJGK	58.3002	-1.5743	-0.553	5	3	86.99	1.2173	5	155.28	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5820572000076716
G5	C1(C(C2(C)C(C1C(O)O2)O)O)=O	SOSUAPJBNPIJRT	440.146	-1.6183	-0.392	5	3	86.99	1.2659	5	156.23	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5820572000076716
G5	C1(C(C2C(C)(C1C(O)O2)O)O)=O	SHPLPYQCOXUBAH	3246.4	-1.6183	-0.392	5	3	86.99	1.8547	5	132.71	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5820572000076716
G5	C1(C2C(C(CC(O2)O)(C1)O)O)=O	LLZQUTFNBLEFIV	51.7083	-1.5456	-0.502	5	3	86.99	1.6682	5	154.39	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.4751819834753479
G5	C1(C2C(CC(C(O2)O)(C1)O)O)=O	MFROYHYNHROCOX	190.154	-1.5456	-0.502	5	3	86.99	1.7886	5	152.29	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.4751819834753479
G5	C1(C2CC(C(C(O2)O)O)(C1)O)=O	FNZJPJQHBRIIEE	138.98	-1.5456	-0.502	5	3	86.99	1.8325	5	152.87	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.4751819834753479
G5	C1(C(C2C(O)OCC1C2O)O)=O	CZOLHVCFAFYSBJ	1.76705	-1.6297	-0.335	5	3	86.99	0.11963	5	152.8	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.6877457382162495
G5	C1(C(CC2(C(C1CO2)O)O)O)=O	RZCUDCGDDDSPFI	32.2217	-1.6347	-0.422	5	3	86.99	1.4269	5	154.63	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5808705216839263
G5	C1(COC2(C(C1C(C2)O)O)O)=O	OZOSJVVHUIHRCZ	55.5261	-1.6347	-0.422	5	3	86.99	1.9042	5	154.6	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5808705216839263
G5	C(C(C1CC(C(C1O)O)O)=O)=O	QVADVNOSQZNNSZ	63.3735	-2.3146	-0.473	5	3	94.83	-1.6575	5	161.14	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.705699771238045
G5	C(C1C(C(C(C1C=O)O)O)O)=O	ZFPMDSGCMAXYTQ	42.8606	-2.5857	-0.419	5	3	94.83	-3.095	5	162.01	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.8125749877703682
G5	C(C1(CCC(C(C1O)=O)O)O)=O	ZBJXRYNJQDBSEC	509.067	-2.0537	-0.422	5	3	94.83	-2.9535	5	161.82	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5953730091397634
G5	C1(C(C(C(C(CC1)O)=O)O)O)=O	JZWPGNQDCFBQLZ	724.495	-1.5791	-0.527	5	3	94.83	0.12874	5	156.19	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5919214635738053
G5	C=CC(C(C(C(CO)=O)=O)O)O	HHSVYUHKNYDDLY	101.241	-2.0126	-0.272	5	3	94.83	-7.4855	5	165.02	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5916756861283502
G5	C(C(C(C(C(C=C)O)O)=O)O)=O	JPPWIWFHECRSGV	463.428	-2.1937	-0.436	5	3	94.83	-6.5255	5	166.89	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.592862364452096
G5	C(C(C(C(C)O)O)O)(C(C)O)=O	HHXGDMLIHWUUQH	1469.37	-1.891	-0.39	5	4	97.99	-0.028839	5		178.084123548	C7H14O5	7	14	5	0.7142857142857143	2.0	0.7142857142857143	0.5510251870309208
G5	C=CC(C(C(C(C)O)O)O)=O	JUXXWSSSFAEMKW	1196.42	-1.0547	-0.728	4	3	77.76	-5.5279	4		160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.07297845480723739
G5	C(C(C(C)C(C(C)O)O)=O)(O)=O	KNWXHRYGUHCECL	373.399	-1.3598	-0.553	5	3	94.83	-6.3769	5	173.99	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.16174002060670437
G5	C(C(C(C)=O)C(C(C)O)O)(O)=O	MCHCDBHUQSAHFO	319.614	-1.3598	-0.553	5	3	94.83	-2.7541	5	171.36	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.16174002060670437
G5	C(CC(CC(C(C)O)O)=O)(O)=O	PPRMIHLKQDVCJK	-6.93409	-1.1237	-0.663	5	3	94.83	-6.3588	5	173.27	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	-0.2651636915730696
G5	C(C(C(C(C(C=C)=O)O)O)O)=O	AZQIKSHCIFNNOI	463.604	-2.1937	-0.436	5	3	94.83	-7.3134	5	163.77	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5928623644520955
G5	C(CC(C(CCO)O)=O)(O)=O	MGHRZSGERATMNJ	-14.9659	-1.483	-0.285	5	3	94.83	-5.7812	5	154.36	162.05282342	C6H10O5	6	10	5	0.8333333333333334	1.6666666666666667	0.8333333333333334	0.11574960063439735
G5	C(C(C(C(C=C)O)=O)O)(O)=O	LDZCBWZPYFXVSJ	55.643	-1.7636	-0.332	5	3	94.83	-4.7175	5	144.89	160.037173356	C6H8O5	6	8	5	0.8333333333333334	1.3333333333333333	0.8333333333333334	0.29295329042066176
G5	C(C(C(C(C(O)=O)=O)O)O)=CC	SPTSHTNHKIYNET	76.2832	-1.3759	-0.435	5	3	94.83	-9.2658	5	165.67	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	-0.08914668011055141
G5	C(CC(C(C(C(O)=O)=O)O)O)=C	CGSUUBFQEYBUHN	85.5956	-1.3092	-0.602	5	3	94.83	-9.1907	5	166.56	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	-0.0856951345445934
G5	C(C(C=C)C(C(O)=O)(CO)O)=O	AWDGWTFUKQQJCS	60.0182	-1.61	-0.279	5	3	94.83	-4.0975	5	168.31	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.019993403663984964
G5	C=CC(C(C(C(O)=O)=O)O)O	AEAUJEHRNZXMPL	83.1003	-1.7636	-0.332	5	3	94.83	-11.456	5	144.11	160.037173356	C6H8O5	6	8	5	0.8333333333333334	1.3333333333333333	0.8333333333333334	0.29295329042066176
G5	C(C(C=C)C(C(C(O)=O)O)O)=O	SJZRASXLILFQKA	67.9431	-1.6313	-0.548	5	3	94.83	-4.0263	5	162.15	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.02118008198773027
G5	C(C(C(C=C)O)O)(C(C)O)=O	DETITXUTAMVQHB	1212.33	-1.0547	-0.728	4	3	77.76	-5.0942	4	152.7	160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.07297845480723739
G5	C=CC(C(C(C(CO)O)O)O)=O	NHTZGCAWTQQKFY	477.81	-1.9814	-0.221	5	4	97.99	-4.9134	5	170.11	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.7327586113016101
G5	C(C(C(C)C(C(CO)O)O)=O)=O	MCAUNOINKAJRTD	69.2771	-2.1492	-0.279	5	3	94.83	-1.2729	5	172.65	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.519082345632197
G5	C(C(C)=O)(CC(C(CO)O)O)=O	FDEBSVCISIUMSP	448.257	-1.8271	-0.333	5	3	94.83	-4.3145	5	169.85	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.4122071290998731
G5	C(C(C=C)C(C(CO)O)O)=O	BAPCGDBOHIAKEB	80.4416	-1.2817	-0.566	4	3	77.76	-6.0253	4	163.05	160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.18211853858177376
G5	C(CC(C=O)O)(C(CCO)O)=O	VZXSEVIGTRLFBJ	32.7257	-1.9131	-0.389	5	3	94.83	-3.6695	5	173.59	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.4156586746658311
G5	C(C(C(C(C(C=C)O)=O)O)O)=O	SLDVUTOCRMGOJL	461.16	-2.1937	-0.436	5	3	94.83	-6.5255	5	166.04	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5928623644520955
G5	C(CC(C)(C(C(CO)=O)O)O)=O	MCFITSDWJQTWPY	65.7362	-1.9869	-0.228	5	3	94.83	1.6937	5	173.32	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41220712909987356
G5	C(C)(CC(C(C(CO)=O)O)O)=O	OXWLVCXYBWXIAS	1490.01	-1.8271	-0.333	5	3	94.83	0.91652	5	189.36	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41220712909987334
G5	C(CC(CC(CO)(CO)O)=O)=O	HAJRMLGDMBOOTH	27.7242	-1.8918	-0.12	5	3	94.83	-6.5117	5	171.55	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41447199634208604
G5	C(C(C(C)=O)C(CO)(CO)O)=O	GHNAZPQWJCSLPW	27.1675	-2.1279	-0.01	5	3	94.83	-3.6571	5	173.45	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5178956673084517
G5	C(C(C(C=C)(CO)O)O)(CO)=O	SALRRIZKWRXEEO	99.0583	-1.9601	0.048	5	4	97.99	-2.9009	5	173.64	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.7315719329778648
G5	C=CC(C(C(CO)(CO)O)O)=O	PPWFGWLMYDVLDK	97.845	-1.9601	0.048	5	4	97.99	-6.5808	5	173.04	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.7315719329778646
G5	C(CO)(C(C(C=CCO)O)O)=O	ZHOHDEOMYIPMPZ	58.0603	-1.953	0.054	5	4	97.99	1.344	5	174.11	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.7315719329778648
G5	C(C(CC)(C(C(CO)=O)O)O)=O	DYSDJJOLVLSYHZ	91.034	-1.9869	-0.228	5	3	94.83	-0.074098	5	171.38	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41220712909987356
G5	C(C(C(C(CC)=O)O)O)(CO)=O	QRYQNVXZYROOPV	77.1466	-1.8271	-0.333	5	3	94.83	2.736	5	172.42	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41220712909987334
G5	C(C(C(C)C(CO)(CO)O)=O)=O	PAVWOWZLSVOIHC	68.6992	-2.1279	-0.01	5	3	94.83	-1.9068	5	174.14	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5178956673084517
G5	C(CCC(C(C(CO)=O)O)O)=O	REGMTSUPOAFLBQ	62.4677	-1.9131	-0.389	5	3	94.83	-2.9926	5	172.97	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41565867466583134
G5	C(C)(C(C)(C(C(CO)=O)O)O)=O	COZUUEGNYNJXKJ	3188.34	-1.9009	-0.172	5	3	94.83	4.0489	5	170.83	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.4087555835339156
G5	C(C(C)=O)(CC(CO)(CO)O)=O	HDOKWYQLJPEIOV	57.9976	-1.8058	-0.064	5	3	94.83	-9.2955	5	171.22	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.4110204507761278
G5	C(CO)(C(C(C=CC)O)O)=O	RYCHFSRHCLUTFG	61.8992	-1.0263	-0.453	4	3	77.76	-1.0966	4	162.45	160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.07179177648349208
G5	C(CO)(C(C(CC=C)O)O)=O	JQKKLRZBJKKYKA	76.3371	-0.9596	-0.62	4	3	77.76	-1.0595	4	164.56	160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.07524332204944964
G5	C(C(C=C)C(CO)(CO)O)=O	HGCVVBPIYXZFHU	86.7317	-1.2604	-0.297	4	3	77.76	-7.0237	4	163.86	160.073558864	C7H12O4	7	12	4	0.5714285714285714	1.7142857142857142	0.5714285714285714	0.18093186025802846
G5	C(CO)(C(C(C(C=O)=C)O)O)=O	IYKZIUJMOBRDFI	86.8023	-1.9466	-0.182	5	3	94.83	-3.7085	5	164.39	174.05282342	C7H10O5	7	10	5	0.7142857142857143	1.4285714285714286	0.7142857142857143	0.5916756861283502
G5	C(CO)(C(C(C=C)O)O)=O	ZBDMIKWXYIEVBU	74.4608	-1.414	-0.35	4	3	77.76	-3.2511	4	145.98	146.0579088	C6H10O4	6	10	4	0.6666666666666666	1.6666666666666667	0.6666666666666666	0.45389174701470536
G5	C(CO)(C(C(C(C=C)O)O)O)=O	BKLQNMIAHLNOEB	85.9577	-1.9814	-0.221	5	4	97.99	-2.9925	5	170.78	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.7327586113016101
G5	C(C(C(C=C)O)O)(C(CO)O)=O	AQHRXDZMGQZWKF	475.407	-1.9814	-0.221	5	4	97.99	-4.2135	5	172.56	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.7327586113016097
G5	C(C(C=O)C(C(CO)CO)O)=O	NZIZLOQMRZGUNU	7.70398	-2.3762	-0.117	5	3	94.83	-4.6642	5	171.52	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.628222429406733
G5	C(C(C=O)C(CO)(C(C)O)O)=O	CVVYSROVFIDVBZ	25.5393	-2.309	-0.174	5	3	94.83	-2.9071	5	173.11	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.519082345632197
G5	C(CC(C(C(C(C)O)=O)O)O)=O	MZTLOGFHKWTTQY	57.9902	-2.0082	-0.497	5	3	94.83	-2.3168	5	171.26	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41339380742361864
G5	C(C(CC(C(CO)CO)O)=O)=O	CKEMBEURRQDMCF	662.671	-2.0541	-0.171	5	3	94.83	-3.9555	5	164.14	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.5213472128744098
G5	C(C(CC(CO)(C(C)O)O)=O)=O	KBTGYPQTMNADHQ	68.837	-1.9869	-0.228	5	3	94.83	-6.2634	5	172.51	176.068473484	C7H12O5	7	12	5	0.7142857142857143	1.7142857142857142	0.7142857142857143	0.41220712909987334
