Index	Reagents	Products	Rule
276_1	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(C(CO)O)O)O)=O)=O']	Knoevenagel H
278_0	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(CC(C(CO)O)O)=O)O)=O']	Aldol Condensation
280_0	['C(C(CO)O)=O', 'C(C)=O']	['C(CC(C(CO)O)O)=O']	Aldol Condensation
282_0	['C(C(C(CO)O)O)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(C(CO)O)O)O)=O']	Aldol Condensation
282_1	['C(C(C(CO)O)O)=O', 'C(CC=O)=O']	['C(C(C=O)C(C(C(CO)O)O)O)=O']	Knoevenagel C
284_0	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(CC(C(C(CO)O)O)O)=O)=O']	Aldol Condensation
286_0	['C(C(C(CO)O)O)=O', 'C(C)=O']	['C(CC(C(C(CO)O)O)O)=O']	Aldol Condensation
287_0	['C=O', 'C(CO)(CO)=O']	['C(CO)(C(CO)O)=O']	Aldol Condensation
287_1	['C=O', 'C(CO)(CO)=O']	['C(CO)(C(CO)O)=O']	Knoevenagel H
289_0	['C=O', 'C(CO)(C(CO)O)=O']	['C(C(CO)O)(C(CO)O)=O']	Aldol Condensation
289_1	['C=O', 'C(CO)(C(CO)O)=O']	['C(C(CO)O)(C(CO)O)=O']	Knoevenagel H
291_0	['C=O', 'C(CC=O)=O']	['C(C(C=O)CO)=O']	Aldol Condensation
291_1	['C=O', 'C(CC=O)=O']	['C(C(C=O)CO)=O']	Knoevenagel C
292_0	['C=O', 'C(C(C)=O)=O']	['C(C(CCO)=O)=O']	Aldol Condensation
294_0	['C=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)CO)=O)=O']	Aldol Condensation
294_1	['C=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)CO)=O)=O']	Knoevenagel C
296_0	['C=O', 'C(CC(C=O)O)=O']	['C(C(CO)C(C=O)O)=O']	Aldol Condensation
296_1	['C=O', 'C(CC(C=O)O)=O']	['C(C(CO)C(C=O)O)=O']	Knoevenagel C
298_0	['C=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)CO)=O']	Aldol Condensation
298_1	['C=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)CO)=O']	Knoevenagel C
300_0	['C=O', 'C(CC(CO)=O)=O']	['C(CC(C(CO)O)=O)=O']	Aldol Condensation
300_1	['C=O', 'C(CC(CO)=O)=O']	['C(CC(C(CO)O)=O)=O']	Knoevenagel H
302_0	['C=O', 'C(C(C(C)=O)O)=O']	['C(C(C(CCO)=O)O)=O']	Aldol Condensation
304_0	['C=O', 'C(C)=O']	['C(CCO)=O']	Aldol Condensation
306_0	['C(CO)=O', 'C(C=O)=O']	['C(C(C(C=O)O)O)=O']	Aldol Condensation
306_1	['C(CO)=O', 'C(C=O)=O']	['C(C(C(C=O)O)O)=O']	Knoevenagel H
308_0	['C(CO)=O', 'C(CO)(CO)=O']	['C(C(C(CO)(CO)O)O)=O']	Aldol Condensation
308_1	['C(CO)=O', 'C(CO)(CO)=O']	['C(C(C(CO)(CO)O)O)=O']	Knoevenagel H
310_0	['C(CO)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CO)O)O)=O']	Aldol Condensation
310_1	['C(CO)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(CO)O)O)=O']	Knoevenagel H
312_0	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(CO)(C(CO)O)O)O)=O']	Aldol Condensation
312_1	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(CO)(C(CO)O)O)O)=O']	Knoevenagel H
314_0	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Aldol Condensation
314_1	['C(CO)=O', 'C(CO)(C(CO)O)=O']	['C(C(C(CO)O)O)(C(CO)O)=O']	Knoevenagel H
316_0	['C(CO)=O', 'C(C(CO)(CO)O)=O']	['C(C(C(C(CO)(CO)O)O)O)=O']	Aldol Condensation
316_1	['C(CO)=O', 'C(C(CO)(CO)O)=O']	['C(C(C(C(CO)(CO)O)O)O)=O']	Knoevenagel H
318_0	['C(CO)=O', 'C(CC=O)=O']	['C(CC(C(C=O)O)O)=O']	Aldol Condensation
318_1	['C(CO)=O', 'C(CC=O)=O']	['C(CC(C(C=O)O)O)=O']	Knoevenagel H
320_0	['C(CO)=O', 'C(CC=O)=O']	['C(C(C=O)C(CO)O)=O']	Aldol Condensation
320_1	['C(CO)=O', 'C(CC=O)=O']	['C(C(C=O)C(CO)O)=O']	Knoevenagel C
322_0	['C(CO)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C=O)O)O)=O']	Aldol Condensation
322_1	['C(CO)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C=O)O)O)=O']	Knoevenagel H
324_0	['C(CO)=O', 'C(C(C)=O)=O']	['C(C(C(C(C)=O)O)O)=O']	Aldol Condensation
324_1	['C(CO)=O', 'C(C(C)=O)=O']	['C(C(C(C(C)=O)O)O)=O']	Knoevenagel H
326_0	['C(CO)=O', 'C(C(C)=O)=O']	['C(C(CC(CO)O)=O)=O']	Aldol Condensation
328_0	['C(CO)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)O)O)=O']	Aldol Condensation
328_1	['C(CO)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)O)O)=O']	Knoevenagel H
330_0	['C(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(C=O)O)O)(CCO)=O']	Aldol Condensation
330_1	['C(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(C=O)O)O)(CCO)=O']	Knoevenagel H
332_0	['C(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)C(CO)O)=O)=O']	Aldol Condensation
332_1	['C(CO)=O', 'C(C(CCO)=O)=O']	['C(C(C(CO)C(CO)O)=O)=O']	Knoevenagel C
334_0	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Aldol Condensation
334_1	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(CC(C(C(C=O)O)O)O)=O']	Knoevenagel H
336_0	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CC(C=O)O)O)O)=O']	Aldol Condensation
336_1	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CC(C=O)O)O)O)=O']	Knoevenagel H
338_0	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CO)O)C(C=O)O)=O']	Aldol Condensation
338_1	['C(CO)=O', 'C(CC(C=O)O)=O']	['C(C(C(CO)O)C(C=O)O)=O']	Knoevenagel C
340_0	['C(CO)=O', 'C(CC(CO)=O)=O']	['C(C(C(CC(CO)=O)O)O)=O']	Aldol Condensation
340_1	['C(CO)=O', 'C(CC(CO)=O)=O']	['C(C(C(CC(CO)=O)O)O)=O']	Knoevenagel H
342_0	['C(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(CO)(C(C=O)O)O)=O']	Aldol Condensation
342_1	['C(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(CO)(C(C=O)O)O)=O']	Knoevenagel H
344_0	['C(CO)=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)C(CO)O)=O']	Aldol Condensation
344_1	['C(CO)=O', 'C(CC(CO)=O)=O']	['C(C(C(CO)=O)C(CO)O)=O']	Knoevenagel C
346_0	['C(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CO)O)O)=O)=O']	Aldol Condensation
346_1	['C(CO)=O', 'C(CC(CO)=O)=O']	['C(CC(C(C(CO)O)O)=O)=O']	Knoevenagel H
348_0	['C(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C(C(C)=O)O)O)O)=O']	Aldol Condensation
348_1	['C(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C(C(C)=O)O)O)O)=O']	Knoevenagel H
350_0	['C(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)(C(C=O)O)O)O)=O']	Aldol Condensation
350_1	['C(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)(C(C=O)O)O)O)=O']	Knoevenagel H
352_0	['C(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(CC(CO)O)=O)O)=O']	Aldol Condensation
354_0	['C(CO)=O', 'C(C)=O']	['C(C(C(C)O)O)=O']	Aldol Condensation
354_1	['C(CO)=O', 'C(C)=O']	['C(C(C(C)O)O)=O']	Knoevenagel H
356_0	['C(CO)=O', 'C(C)=O']	['C(CC(CO)O)=O']	Aldol Condensation
357_0	['O', 'C(C=O)=O']	['C(CO)(O)=O']	Benzilic Acid Rearrangement
357_1	['O', 'C(C=O)=O']	['C(CO)(O)=O']	Cannizarro 1
359_0	['O', 'C(C(C)=O)=O']	['C(C(C)O)(O)=O']	Benzilic Acid Rearrangement
359_1	['O', 'C(C(C)=O)=O']	['C(C(C)O)(O)=O']	Cannizarro 1
361_0	['O', 'C(C(CCO)=O)=O']	['C(C(CCO)O)(O)=O']	Benzilic Acid Rearrangement
361_1	['O', 'C(C(CCO)=O)=O']	['C(C(CCO)O)(O)=O']	Cannizarro 1
363_0	['C(C(CO)O)(O)=O']	['O', 'C(C(CO)=O)=O']	Benzilic Acid Rearrangement (inverse)
365_0	['C(C(C(CO)O)O)(O)=O']	['O', 'C(C(C(CO)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
367_0	['C(C(C(C(CO)O)O)O)(O)=O']	['O', 'C(C(C(C(CO)O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
369_0	['C(C(C(C(C(CO)O)O)O)O)(O)=O']	['O', 'C(C(C(C(C(CO)O)O)O)=O)=O']	Benzilic Acid Rearrangement (inverse)
370_0	['C(C(C(C(CO)O)O)O)=O']	['C(CO)=O', 'C(C(CO)O)=O']	Retro Aldol
370_1	['C(C(C(C(CO)O)O)O)=O']	['C(CO)=O', 'C(C(CO)O)=O']	Knoevenagel H (inv)
371_0	['C(C(C(C(C(CO)O)O)O)O)=O']	['C(CO)=O', 'C(C(C(CO)O)O)=O']	Retro Aldol
371_1	['C(C(C(C(C(CO)O)O)O)O)=O']	['C(CO)=O', 'C(C(C(CO)O)O)=O']	Knoevenagel H (inv)
372_0	['C(CO)(C(CO)O)=O']	['C=O', 'C(CO)(CO)=O']	Retro Aldol
372_1	['C(CO)(C(CO)O)=O']	['C=O', 'C(CO)(CO)=O']	Knoevenagel H (inv)
373_0	['C(C(CO)(C(C(CO)O)O)O)=O']	['C(C(CO)O)=O', 'C(C(CO)O)=O']	Retro Aldol
373_1	['C(C(CO)(C(C(CO)O)O)O)=O']	['C(C(CO)O)=O', 'C(C(CO)O)=O']	Knoevenagel C (inverse)
373_2	['C(C(CO)(C(C(CO)O)O)O)=O']	['C(C(CO)O)=O', 'C(C(CO)O)=O']	Knoevenagel H (inv)
374_0	['C(C(CO)(C(C(CO)O)O)O)=O']	['C=O', 'C(C(C(C(CO)O)O)O)=O']	Retro Aldol
374_1	['C(C(CO)(C(C(CO)O)O)O)=O']	['C=O', 'C(C(C(C(CO)O)O)O)=O']	Knoevenagel C (inverse)
374_2	['C(C(CO)(C(C(CO)O)O)O)=O']	['C=O', 'C(C(C(C(CO)O)O)O)=O']	Knoevenagel H (inv)
375_0	['C(C(CO)(CO)O)=O']	['C=O', 'C(C(CO)O)=O']	Retro Aldol
375_1	['C(C(CO)(CO)O)=O']	['C=O', 'C(C(CO)O)=O']	Knoevenagel C (inverse)
375_2	['C(C(CO)(CO)O)=O']	['C=O', 'C(C(CO)O)=O']	Knoevenagel H (inv)
376_0	['C(C(CO)(C(CO)O)O)=O']	['C=O', 'C(C(C(CO)O)O)=O']	Retro Aldol
376_1	['C(C(CO)(C(CO)O)O)=O']	['C=O', 'C(C(C(CO)O)O)=O']	Knoevenagel C (inverse)
376_2	['C(C(CO)(C(CO)O)O)=O']	['C=O', 'C(C(C(CO)O)O)=O']	Knoevenagel H (inv)
377_0	['C(C(CO)(C(CO)O)O)=O']	['C(CO)=O', 'C(C(CO)O)=O']	Retro Aldol
377_1	['C(C(CO)(C(CO)O)O)=O']	['C(CO)=O', 'C(C(CO)O)=O']	Knoevenagel C (inverse)
377_2	['C(C(CO)(C(CO)O)O)=O']	['C(CO)=O', 'C(C(CO)O)=O']	Knoevenagel H (inv)
378_0	['C(C(C(CO)O)(C(CO)O)O)=O']	['C(CO)=O', 'C(C(C(CO)O)O)=O']	Retro Aldol
378_1	['C(C(C(CO)O)(C(CO)O)O)=O']	['C(CO)=O', 'C(C(C(CO)O)O)=O']	Knoevenagel C (inverse)
378_2	['C(C(C(CO)O)(C(CO)O)O)=O']	['C(CO)=O', 'C(C(C(CO)O)O)=O']	Knoevenagel H (inv)
379_0	['C(C(CCO)=O)=O']	['C=O', 'C(C(C)=O)=O']	Retro Aldol
380_0	['C(CC(C=O)O)=O']	['C(C=O)=O', 'C(C)=O']	Retro Aldol
381_0	['C(C(C(C(CO)O)O)O)=O']	['C(CO)(C(C(CO)O)O)=O']	Keto-enol migration twice
382_0	['C(C(C(C(C(CO)O)O)O)O)=O']	['C(CO)(C(C(C(CO)O)O)O)=O']	Keto-enol migration twice
383_0	['C(CO)(CO)=O']	['C(C(CO)O)=O']	Keto-enol migration twice
384_0	['C(CO)(C(CO)O)=O']	['C(C(C(CO)O)O)=O']	Keto-enol migration twice
385_0	['C(CO)(C(CO)O)=O']	['C(CO)(C(CO)O)=O']	Keto-enol migration twice
386_0	['C(CC(C=O)O)=O']	['C(CC(CO)=O)=O']	Keto-enol migration twice
387_0	['C(CC(CO)=O)=O']	['C(CC(C=O)O)=O']	Keto-enol migration twice
389_0	['C(C(C(C)=O)O)=O']	['C(C(CO)=O)(C)=O']	Keto-enol migration twice
391_0	['C(C(C(C)=O)O)=O']	['C(C(C(C)O)=O)=O']	Keto-enol migration twice
393_0	['C=O', 'O', 'C(C(C(C(CO)O)O)O)=O']	['C(O)=O', 'C(C(C(C(CO)O)O)O)O']	Cannizarro 2, HCHO (oxidation)
395_0	['C=O', 'O', 'C(C(C(C(C(CO)O)O)O)O)=O']	['C(O)=O', 'C(C(C(C(C(CO)O)O)O)O)O']	Cannizarro 2, HCHO (oxidation)
396_0	['C=O', 'O', 'C(C=O)=O']	['C(CO)=O', 'C(O)=O']	Cannizarro 2, HCHO (oxidation)
398_0	['C=O', 'O', 'C(C(CO)(C(C(CO)O)O)O)=O']	['C(O)=O', 'C(C(CO)(C(C(CO)O)O)O)O']	Cannizarro 2, HCHO (oxidation)
400_0	['C=O', 'O', 'C(C(CO)(CO)O)=O']	['C(O)=O', 'C(C(CO)(CO)O)O']	Cannizarro 2, HCHO (oxidation)
402_0	['C=O', 'O', 'C(C(CO)(C(CO)O)O)=O']	['C(O)=O', 'C(C(CO)(C(CO)O)O)O']	Cannizarro 2, HCHO (oxidation)
404_0	['C=O', 'O', 'C(C(C(CO)O)(C(CO)O)O)=O']	['C(O)=O', 'C(C(C(CO)O)(C(CO)O)O)O']	Cannizarro 2, HCHO (oxidation)
405_0	['C=O', 'O', 'C(CC=O)=O']	['C(O)=O', 'C(CCO)=O']	Cannizarro 2, HCHO (oxidation)
407_0	['C=O', 'O', 'C(C(C)=O)=O']	['C(O)=O', 'C(C)(CO)=O']	Cannizarro 2, HCHO (oxidation)
409_0	['C=O', 'O', 'C(C(CCO)=O)=O']	['C(O)=O', 'C(CO)(CCO)=O']	Cannizarro 2, HCHO (oxidation)
410_0	['C=O', 'O', 'C(CC(C=O)O)=O']	['C(O)=O', 'C(CC(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
412_0	['C=O', 'O', 'C(CC(C=O)O)=O']	['C(O)=O', 'C(C(CCO)O)=O']	Cannizarro 2, HCHO (oxidation)
413_0	['C=O', 'O', 'C(CC(CO)=O)=O']	['C(O)=O', 'C(CO)(CCO)=O']	Cannizarro 2, HCHO (oxidation)
415_0	['C=O', 'O', 'C(C(C(C)=O)O)=O']	['C(O)=O', 'C(C)(C(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
417_0	['C=O', 'O', 'C(C)=O']	['C(O)=O', 'CCO']	Cannizarro 2, HCHO (oxidation)
418_0	['C=O', 'O', 'C(C(C(C(CO)O)O)O)=O']	['CO', 'C(C(C(C(CO)O)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
419_0	['C=O', 'O', 'C(C(C(C(C(CO)O)O)O)O)=O']	['CO', 'C(C(C(C(C(CO)O)O)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
421_0	['C=O', 'O', 'C(C=O)=O']	['CO', 'C(C(O)=O)=O']	Cannizarro 2, HCHO (reduction)
423_0	['C=O', 'O', 'C(C(CO)(C(C(CO)O)O)O)=O']	['CO', 'C(C(CO)(C(C(CO)O)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
425_0	['C=O', 'O', 'C(C(CO)(CO)O)=O']	['CO', 'C(C(CO)(CO)O)(O)=O']	Cannizarro 2, HCHO (reduction)
427_0	['C=O', 'O', 'C(C(CO)(C(CO)O)O)=O']	['CO', 'C(C(CO)(C(CO)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
429_0	['C=O', 'O', 'C(C(C(CO)O)(C(CO)O)O)=O']	['CO', 'C(C(C(CO)O)(C(CO)O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
431_0	['C=O', 'O', 'C(CC=O)=O']	['CO', 'C(CC(O)=O)=O']	Cannizarro 2, HCHO (reduction)
433_0	['C=O', 'O', 'C(C(C)=O)=O']	['CO', 'C(C(C)=O)(O)=O']	Cannizarro 2, HCHO (reduction)
435_0	['C=O', 'O', 'C(C(CCO)=O)=O']	['CO', 'C(C(CCO)=O)(O)=O']	Cannizarro 2, HCHO (reduction)
437_0	['C=O', 'O', 'C(CC(C=O)O)=O']	['CO', 'C(C(CC=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
439_0	['C=O', 'O', 'C(CC(C=O)O)=O']	['CO', 'C(CC(C=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
441_0	['C=O', 'O', 'C(CC(CO)=O)=O']	['CO', 'C(CC(CO)=O)(O)=O']	Cannizarro 2, HCHO (reduction)
443_0	['C=O', 'O', 'C(C(C(C)=O)O)=O']	['CO', 'C(C(C(C)=O)O)(O)=O']	Cannizarro 2, HCHO (reduction)
445_0	['C=O', 'O', 'C(C)=O']	['CO', 'C(C)(O)=O']	Cannizarro 2, HCHO (reduction)
447_0	['C(C(C(C(CO)O)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(CO)O)O)O)=O']	Knoevenagel C
447_1	['C(C(C(C(CO)O)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(CO)O)O)O)=O']	Knoevenagel H
449_0	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C=O)O)O)=O']	Knoevenagel C
449_1	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C=O)O)O)=O']	Knoevenagel H
451_0	['C(C=O)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C=O)O)O)(O)=O']	Knoevenagel C
451_1	['C(C=O)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C=O)O)O)(O)=O']	Knoevenagel H
453_0	['C(C=O)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel C
453_1	['C(C=O)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel H
455_0	['C(C=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C=O)O)O)=O']	Knoevenagel C
455_1	['C(C=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C=O)O)O)=O']	Knoevenagel H
457_0	['C(CO)(CO)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(CO)(CO)O)O)(O)=O']	Knoevenagel C
457_1	['C(CO)(CO)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(CO)(CO)O)O)(O)=O']	Knoevenagel H
459_0	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(CO)(CO)O)O)=O']	Knoevenagel C
459_1	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(CO)(CO)O)O)=O']	Knoevenagel H
461_0	['C(CO)(C(CO)O)=O', 'C(CC=O)=O']	['C(CC(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel C
461_1	['C(CO)(C(CO)O)=O', 'C(CC=O)=O']	['C(CC(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel H
463_0	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel C
463_1	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel H
465_0	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(CO)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C
465_1	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(CO)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H
467_0	['C(CO)(C(CO)O)=O', 'C(C)=O']	['C(CO)(C(CO)(C(C)O)O)=O']	Knoevenagel C
467_1	['C(CO)(C(CO)O)=O', 'C(C)=O']	['C(CO)(C(CO)(C(C)O)O)=O']	Knoevenagel H
469_0	['C(C(CO)O)(O)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)O)(O)=O']	Knoevenagel C
469_1	['C(C(CO)O)(O)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)O)(O)=O']	Knoevenagel H
471_0	['C(C(CO)O)(O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)(O)=O']	Knoevenagel C
471_1	['C(C(CO)O)(O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)(O)=O']	Knoevenagel H
473_0	['C(C(CO)O)(O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)(O)=O']	Knoevenagel C
473_1	['C(C(CO)O)(O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)(O)=O']	Knoevenagel H
475_0	['C(C(CO)O)(O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)(O)=O']	Knoevenagel C
475_1	['C(C(CO)O)(O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)(O)=O']	Knoevenagel H
477_0	['C(C(C(CO)O)O)(O)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)O)(O)=O']	Knoevenagel C
477_1	['C(C(C(CO)O)O)(O)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)O)(O)=O']	Knoevenagel H
479_0	['C(CC=O)=O', 'C(C(C(C)=O)O)=O']	['C(CC(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel C
479_1	['C(CC=O)=O', 'C(C(C(C)=O)O)=O']	['C(CC(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel H
481_0	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C)(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel C
481_1	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C)(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel H
483_0	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(C)=O)O)O)=O']	Knoevenagel C
483_1	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(C)=O)O)O)=O']	Knoevenagel H
485_0	['C(C(C(C)=O)O)=O', 'C(C)=O']	['C(C(C(C)=O)(C(C)O)O)=O']	Knoevenagel C
485_1	['C(C(C(C)=O)O)=O', 'C(C)=O']	['C(C(C(C)=O)(C(C)O)O)=O']	Knoevenagel H
487_0	['C(C(CO)O)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)O)=O']	Knoevenagel C
487_1	['C(C(CO)O)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)O)=O']	Knoevenagel H
489_0	['C(C(CO)O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel C
489_1	['C(C(CO)O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel H
490_0	['C(C(CO)O)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C(CO)O)O)O)(O)=O']	Knoevenagel C
490_1	['C(C(CO)O)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C(CO)O)O)O)(O)=O']	Knoevenagel H
492_0	['C(C(CO)O)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)O)=O']	Knoevenagel C
492_1	['C(C(CO)O)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)O)=O']	Knoevenagel H
494_0	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)=O']	Knoevenagel C
494_1	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)=O']	Knoevenagel H
496_0	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C
496_1	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H
498_0	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)(CO)O)O)=O']	Knoevenagel C
498_1	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)(CO)O)O)=O']	Knoevenagel H
500_0	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel C
500_1	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel H
502_0	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel C
502_1	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel H
504_0	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)O)=O']	Knoevenagel C
504_1	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)O)=O']	Knoevenagel H
506_0	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CC(CO)=O)O)O)=O']	Knoevenagel C
506_1	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CC(CO)=O)O)O)=O']	Knoevenagel H
508_0	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CO)(CC=O)O)O)=O']	Knoevenagel C
508_1	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CO)(CC=O)O)O)=O']	Knoevenagel H
510_0	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(CO)O)O)O)=O']	Knoevenagel C
